country,year,sex,list,agf,cause_new,total,d20_new,d30_new,d40_new,d50_new,d60_new,d70_new,d80_new,d90_new,d95p
GBRTENW,2005,2,interm,3,53,2103.52,6.01,13.62,39.71,66.25,143.48,294.13,774.03,672.58,93.69
GBRTENW,2005,2,interm,3,54,2277.9,1.95,4.86,7.98,21.05,77.27,249.96,782.44,974.65,157.74
GBRTENW,2005,2,interm,3,55,42.06,1.92,0.98,0.97,1.01,4.01,5.01,8.09,10.58,9.49
GBRTENW,2005,2,interm,3,56,5844.79,2.93,2.92,8.03,18.05,58.21,354.34,1528.96,2935.59,935.76
GBRTENW,2005,2,interm,3,57,4781.65,39.28,20.42,78.4,115.43,184.63,360.38,1198,2109.07,676.02
GBRTENW,2006,2,interm,3,1,206647.66,2789.91,1303.04,3492.43,7314.56,15754.67,28327.69,63257.16,68865.07,15543.42
GBRTENW,2006,2,interm,3,48,757.75,4.13,1.02,8.13,20.16,39.12,145.34,287.33,224.23,28.29
GBRTENW,2006,2,interm,3,49,596.98,0,0,0,1.01,7.02,12.03,90.93,325.7,160.3
GBRTENW,2006,2,interm,3,50,1862.04,0,0,13.2,37.3,108.36,214.5,679.8,693.38,115.51
GBRTENW,2006,2,interm,3,51,14761.2,2.03,11.27,78.18,220.84,660.18,2008.65,5370.95,5596.98,812.12
GBRTENW,2006,2,interm,3,52,22705.2,4.07,13.32,77.11,274.18,911.02,2630.1,7578.43,9276.86,1940.12
GBRTENW,2006,2,interm,3,53,2250.18,17.39,12.3,52.81,72.57,138.47,354.83,758.02,738.88,104.9
GBRTENW,2006,2,interm,3,54,2085.91,2.05,6.15,9.15,34.29,62.21,207.49,736.32,885.67,142.62
GBRTENW,2006,2,interm,3,55,33.4,3.04,0,3.05,2.02,4.02,2,2.02,13.7,3.54
GBRTENW,2006,2,interm,3,56,5321.85,3.09,3.08,6.1,17.14,60.2,250.58,1355.26,2724.7,901.7
GBRTENW,2006,2,interm,3,57,4688.77,74.63,31.8,61.95,104.9,202.68,348.81,1093.7,2120.85,649.46
GBRTENW,2007,2,interm,3,1,209158.55,2731.54,1283.24,3478.01,7324.61,16075.31,28171.1,62550.15,70989.96,16554.54
GBRTENW,2007,2,interm,3,48,793.58,3.07,3.07,7.11,11.09,44.13,158.33,313.33,232.25,21.18
GBRTENW,2007,2,interm,3,49,705.26,0,0,0,1.01,7.01,9.02,107.98,400.2,180.04
GBRTENW,2007,2,interm,3,50,1976.11,0,0,15.25,35.3,101.32,222.45,622.86,848.31,130.62
GBRTENW,2007,2,interm,3,51,13988.49,4.06,9.21,86.38,203.73,640.04,1770.65,4924.07,5493.66,856.68
GBRTENW,2007,2,interm,3,52,22159.66,0,8.19,76.18,270.3,857.71,2440.03,7118.68,9325.71,2062.85
GBRTENW,2007,2,interm,3,53,2071.4,12.29,20.47,42.71,68.57,142.48,309.64,678.03,687.78,109.44
GBRTENW,2007,2,interm,3,54,2298.2,4.06,3.07,13.2,22.19,60.18,213.44,772.91,1039.7,169.45
GBRTENW,2007,2,interm,3,55,41.74,7.16,2.05,5.09,2.02,5.02,2,3.02,9.49,5.88
GBRTENW,2007,2,interm,3,56,5300.12,2.03,3.07,3.05,19.16,73.23,269.55,1254.15,2713.3,962.58
GBRTENW,2007,2,interm,3,57,4771.94,50.05,27.63,60,113.97,159.51,336.69,1065.77,2214.61,743.71
GBRTENW,2008,2,interm,3,1,212718.92,2723.38,1363.39,3515.72,7519.89,16069.12,28270.05,61685.67,73937.06,17634.25
GBRTENW,2008,2,interm,3,48,727.56,2.02,6.13,8.12,14.13,40.16,120.21,269.83,236.25,30.71
GBRTENW,2008,2,interm,3,49,770.47,0,0,1.01,2.02,3.01,15.03,108.98,434.93,205.49
GBRTENW,2008,2,interm,3,50,2013.16,0,3.06,14.21,41.38,117.5,223.4,646.56,791.1,175.96
GBRTENW,2008,2,interm,3,51,13009.17,2.03,10.21,96.38,207.89,609.52,1734.05,4417.77,5066.85,864.47
GBRTENW,2008,2,interm,3,52,21639.05,1.02,8.17,59.87,286.62,858.55,2384.2,6724.13,9217.89,2098.58
GBRTENW,2008,2,interm,3,53,2182.25,9.15,11.23,50.71,67.62,163.68,302.53,746.35,717.57,113.37
GBRTENW,2008,2,interm,3,54,2384.37,3.04,5.1,4.06,27.25,73.3,219.38,785.1,1087.63,179.51
GBRTENW,2008,2,interm,3,55,46.88,1.01,3.06,3.04,5.05,2.01,5.01,4.02,17.77,5.9
GBRTENW,2008,2,interm,3,56,5474.18,2.03,0,8.12,22.2,63.26,276.48,1292.52,2891.95,917.61
GBRTENW,2008,2,interm,3,57,5110.04,61.08,34.7,49.75,96.89,186.79,332.58,1146.05,2366.08,836.13
GBRTENW,2009,2,interm,3,1,203483.57,2666.15,1310.35,3395.33,7234.49,15812.06,27721.63,58118.19,70366.05,16859.36
GBRTENW,2009,2,interm,3,48,710.06,0,3.06,5.04,18.15,46.13,119.23,290.67,208.25,19.52
GBRTENW,2009,2,interm,3,49,781.99,0,0,1.01,3.03,4.01,8.02,97.75,430.55,237.63
GBRTENW,2009,2,interm,3,50,1935.84,0,4.08,8.08,36.31,116.37,229.44,568.6,801.93,171.05
GBRTENW,2009,2,interm,3,51,11756.38,1.01,11.23,49.49,216.87,546.66,1451.72,3996.58,4650.53,832.29
GBRTENW,2009,2,interm,3,52,19849.44,3.05,7.15,73.74,272.33,755.32,2082.89,6063.19,8586.22,2005.53
GBRTENW,2009,2,interm,3,53,2123.08,9.21,19.39,30.35,84.74,156.48,320.61,659.05,746.86,96.43
GBRTENW,2009,2,interm,3,54,2397.67,1.01,2.04,8.09,22.2,70.21,227.43,699.22,1179.2,188.27
GBRTENW,2009,2,interm,3,55,36.03,3.04,4.09,7.09,0,4.01,1,4.04,10.45,2.3
GBRTENW,2009,2,interm,3,56,5185.59,3.06,3.06,4.03,17.15,49.15,243.45,1251.36,2652.31,962.01
GBRTENW,2009,2,interm,3,57,5026.36,63.38,30.63,66.74,93.8,185.6,337.63,1107.34,2298.6,842.62
GBRTENW,2010,2,interm,3,1,206402.68,2595.26,1259.1,3326.38,7391.66,15647.68,27880.72,57981.09,72526.85,17793.82
GBRTENW,2010,2,interm,3,48,649.5,1.03,2.04,6.09,16.14,44.19,92.16,258.4,203.97,25.49
GBRTENW,2010,2,interm,3,49,849.31,0,0,0,4.03,5.03,15.03,104.7,485.29,235.24
GBRTENW,2010,2,interm,3,50,2036.05,0,0,12.19,38.32,107.46,233.4,619.56,858.25,166.87
GBRTENW,2010,2,interm,3,51,11179.72,0,13.25,63.99,201.69,523.29,1406.41,3690.45,4488.03,792.64
GBRTENW,2010,2,interm,3,52,19207.17,3.08,15.33,76.15,287.37,745.33,2015.43,5650.78,8360.24,2053.44
GBRTENW,2010,2,interm,3,53,2092.17,14.33,9.2,49.78,62.53,131.57,299.51,655.81,746.58,122.84
GBRTENW,2010,2,interm,3,54,2478.12,5.11,4.09,14.22,20.16,79.34,212.36,758.52,1175.71,208.59
GBRTENW,2010,2,interm,3,55,49.5,7.18,4.09,5.08,4.03,2.01,3,8.06,12.56,3.48
GBRTENW,2010,2,interm,3,56,5027.6,2.05,3.07,3.05,14.12,52.24,224.38,1134.76,2688.89,905.04
GBRTENW,2010,2,interm,3,57,5354.2,38.8,38.86,65.03,118,191.86,316.54,1160.9,2471.65,952.56
GBRTENW,2011,2,interm,3,1,205699.66,2387.58,1313.22,3188.45,7426.51,15442.45,28005.17,56509.94,73083.96,18342.45
GBRTENW,2011,2,interm,3,48,761.23,1.04,2.05,5.09,14.15,37.13,101.19,256.55,305.43,38.58
GBRTENW,2011,2,interm,3,49,857.3,0,0,0,4.04,3.02,22.04,137.97,450.57,239.67
GBRTENW,2011,2,interm,3,50,1906.97,0,5.13,13.18,39.37,123.45,210.43,571.73,788.17,155.49
GBRTENW,2011,2,interm,3,51,10157.57,3.04,8.19,55.78,172.65,491.82,1266.53,3333.77,4064.7,761.1
GBRTENW,2011,2,interm,3,52,17413.43,1.01,7.18,56.84,248.33,726.72,1893.75,5243.8,7436.54,1799.28
GBRTENW,2011,2,interm,3,53,1632.74,10.18,21.52,36.56,57.56,93.34,236.47,536.28,546.14,94.7
GBRTENW,2011,2,interm,3,54,2407.66,2.05,3.08,7.09,23.23,66.22,181.35,712.66,1189.84,222.13
GBRTENW,2011,2,interm,3,55,48.6,3.04,3.08,3.06,2.02,5.03,4.01,3.02,12.48,12.86
GBRTENW,2011,2,interm,3,56,3344.65,1.04,2.04,5.09,8.08,47.15,168.32,752.07,1742.4,618.47
GBRTENW,2011,2,interm,3,57,5477.19,43.03,25.63,48.77,109.04,179.7,357.69,1193.23,2577.78,942.31
GBRTENW,2012,2,interm,3,1,213507.27,2336.01,1233.01,2930.24,7389.28,15104.81,28844.09,58089.61,78600.6,18979.49
GBRTENW,2012,2,interm,3,48,785.77,2.04,2.03,5.06,17.17,35.14,95.18,284.78,296.46,47.9
GBRTENW,2012,2,interm,3,49,995.13,0,1.01,1.01,4.04,9.04,29.05,159.16,539.44,252.37
GBRTENW,2012,2,interm,3,50,2062.55,0,3.04,11.12,41.42,111.46,283.53,580.7,844.33,186.94
GBRTENW,2012,2,interm,3,51,9971.02,4.09,9.13,54.55,162.62,481.97,1299.51,3146,4050.17,762.97
GBRTENW,2012,2,interm,3,52,17654.78,1.01,5.07,75.75,257.57,708.89,1892.64,5049.03,7795.39,1869.44
GBRTENW,2012,2,interm,3,53,1667.04,9.23,20.32,31.33,50.52,97.42,240.46,558.49,578.65,80.62
GBRTENW,2012,2,interm,3,54,2722.81,5.14,4.07,11.12,24.23,60.25,247.46,774.12,1345.2,251.21
GBRTENW,2012,2,interm,3,55,48.26,9.25,1.01,7.07,7.08,5.03,2,3.03,10.29,3.51
GBRTENW,2012,2,interm,3,56,3426.02,0,1.01,2.02,10.11,45.19,158.29,787.38,1763.03,658.98
GBRTENW,2012,2,interm,3,57,6252.38,43.12,22.34,68.74,104.04,185.77,390.76,1279.7,2995.36,1162.56
GBRTENW,2013,2,interm,3,1,216196.37,2227.72,1324.5,2981.43,7278.18,14639.89,29550.94,58499.27,80838.76,18855.73
GBRTENW,2013,2,interm,3,48,663.14,1.02,2.05,7.09,16.12,33.18,94.17,234.44,251.65,23.44
GBRTENW,2013,2,interm,3,49,991.31,0,0,1.01,2.02,5.03,34.06,125.9,558.45,264.83
GBRTENW,2013,2,interm,3,50,2016.96,0,0,11.14,45.34,107.59,247.45,546.48,883.17,175.77
GBRTENW,2013,2,interm,3,51,9988.04,4.1,13.31,64.84,201.48,504.85,1249.27,3080.14,4169.29,700.75
GBRTENW,2013,2,interm,3,52,16953.01,3.04,6.13,65.83,290.18,688.87,1799.27,4845,7506.35,1748.36
GBRTENW,2013,2,interm,3,53,1747.24,8.17,7.16,41.53,66.53,134.77,245.44,564.42,605.38,73.82
GBRTENW,2013,2,interm,3,54,2792.61,2.03,4.08,9.11,21.17,75.42,232.42,800.41,1392.53,255.46
GBRTENW,2013,2,interm,3,55,55.15,4.06,5.11,9.11,6.05,5.03,9.02,6.03,7.23,3.52
GBRTENW,2013,2,interm,3,56,3313.22,0,1.03,3.03,16.13,37.21,140.25,730.99,1790.46,594.11
GBRTENW,2013,2,interm,3,57,6487.95,46.93,31.69,57.74,113.9,192.11,379.69,1306.91,3211.77,1147.21
GBRTENW,2014,2,interm,3,1,213213.03,2308.11,1337.21,3088.61,7402.07,14450.69,29939.96,57533.31,79237.4,17915.72
GBRTENW,2014,2,interm,3,48,553.44,1.04,1.02,6.08,18.12,30.1,68.13,210.33,190.55,28.06
GBRTENW,2014,2,interm,3,49,1028.87,0,0,0,0,4.01,27.05,154.18,519.73,323.89
GBRTENW,2014,2,interm,3,50,2798.58,1.04,1.02,11.16,51.35,130.49,281.53,718.87,1241.82,361.31
GBRTENW,2014,2,interm,3,51,9147.19,2.06,9.19,48.66,223.49,494.76,1232.32,2800.31,3742.4,594
GBRTENW,2014,2,interm,3,52,15858.88,4.08,13.28,57.78,236.56,673.42,1677.16,4384.7,7136.32,1675.59
GBRTENW,2014,2,interm,3,53,1692.48,6.15,17.36,39.61,61.45,100.37,269.5,518.16,596.85,83.02
GBRTENW,2014,2,interm,3,54,2816.26,2.07,4.09,7.1,27.19,67.24,207.38,797.38,1436.04,267.77
GBRTENW,2014,2,interm,3,55,50.69,6.17,5.11,2.03,5.04,6.02,3,8.04,8.26,7.02
GBRTENW,2014,2,interm,3,56,2611.63,1.02,1.02,3.03,10.07,35.12,125.24,523.68,1473.97,438.48
GBRTENW,2014,2,interm,3,57,6510.96,50.55,29.63,58.83,106.78,185.7,374.7,1297.03,3246.65,1161.1
GBRTENW,2015,2,interm,3,1,228611.87,2217.16,1278.53,3019.08,7658.24,14613.94,31180.17,60730.04,86633.54,21281.14
GBRTENW,2015,2,interm,3,48,548.26,1.02,3.05,9.14,14.13,17.07,84.17,176.03,215.78,27.87
GBRTENW,2015,2,interm,3,49,1121.54,0,0,1.02,3.02,9.03,20.04,119.86,623.65,344.91
GBRTENW,2015,2,interm,3,50,2877,1.01,1.02,10.17,44.39,125.49,274.54,729.66,1324.91,365.82
GBRTENW,2015,2,interm,3,51,9056.07,1.03,7.11,52.85,216.86,474.88,1305.54,2699.12,3610,688.66
GBRTENW,2015,2,interm,3,52,15839.29,1.01,9.15,63.02,291.52,708.79,1753.4,4321.16,6958.56,1732.69
GBRTENW,2015,2,interm,3,53,1774.79,6.25,19.31,34.55,56.49,109.43,268.52,576.44,615.53,88.26
GBRTENW,2015,2,interm,3,54,3042.26,1.03,5.09,16.25,21.19,68.27,273.53,796.17,1553,307.75
GBRTENW,2015,2,interm,3,55,43.69,3.06,2.04,3.05,6.05,3.01,2,6.04,11.48,6.97
GBRTENW,2015,2,interm,3,56,2710.8,0,1.02,3.05,18.16,43.16,145.28,570.77,1412.58,516.79
GBRTENW,2015,2,interm,3,57,6822.34,43.39,41.66,52.84,107.94,215.86,444.87,1318.69,3422.99,1174.09
GBRTENW,2016,2,interm,3,1,224972.01,2237.14,1399.92,2970.22,7818.9,15190.3,32232.1,58959.49,82504.78,21659.36
GBRTENW,2016,2,interm,3,48,544.96,2.05,1.01,5.03,17.16,27.12,75.19,198.26,198.34,20.8
GBRTENW,2016,2,interm,3,49,1108.89,0,0,1.01,3.03,15.07,30.07,133.99,561.66,364.07
GBRTENW,2016,2,interm,3,50,2981.71,1.02,1.01,10.1,39.36,122.51,274.68,716.99,1378,438.04
GBRTENW,2016,2,interm,3,51,8364.37,1.04,10.14,51.49,208.9,478.98,1192.93,2562.44,3222.79,635.68
GBRTENW,2016,2,interm,3,52,14752.39,2.04,5.06,51.44,252.32,783.25,1744.3,3961.44,6203.81,1748.7
GBRTENW,2016,2,interm,3,53,1676.71,10.27,18.24,25.23,68.64,117.5,284.71,490.28,561.3,100.55
GBRTENW,2016,2,interm,3,54,3111.5,5.09,5.07,7.06,23.21,70.3,271.64,789.77,1607.64,331.71
GBRTENW,2016,2,interm,3,55,40.08,5.12,1.01,5.05,3.03,5.02,4.01,4.03,10.51,2.31
GBRTENW,2016,2,interm,3,56,2807.03,1.02,1.01,1.02,16.15,34.14,149.35,614.53,1453.53,536.28
GBRTENW,2016,2,interm,3,57,6877.34,47.28,32.44,59.59,134.24,197.85,425,1319.76,3403.69,1257.49
GBRTENW,2001,3,interm,3,1,391826.28,7431.06,4934.1,8500.01,17680.29,34057.4,71295.19,126479.59,105077.98,16370.62
GBRTENW,2001,3,interm,3,48,1333.35,5.01,5.85,10.87,32.93,121.26,344.32,492.33,298.89,21.9
GBRTENW,2001,3,interm,3,49,423.81,0,0,2,4.99,2,33.96,123.76,205.67,51.43
GBRTENW,2001,3,interm,3,50,2959.98,3.01,9.85,31.75,131.68,284.14,544.23,1062.91,807.52,84.86
GBRTENW,2001,3,interm,3,51,47309.66,10.04,64.41,471.34,1733.05,4408.51,10808.78,17978.66,10806.11,1028.77
GBRTENW,2001,3,interm,3,52,60802.06,5.87,55.14,462.36,2002.42,5029.68,11904.08,21522.2,17490.57,2329.73
GBRTENW,2001,3,interm,3,53,3488.86,22.73,34.1,66.24,127.71,301.46,679.9,1212.22,942.66,101.86
GBRTENW,2001,3,interm,3,54,3610.56,11.92,15.66,24.88,80.8,219.15,592.14,1354.2,1172,139.79
GBRTENW,2001,3,interm,3,55,55.71,1.01,4.88,4.99,2,4.01,5.99,8.05,18.84,5.95
GBRTENW,2001,3,interm,3,56,10890.73,7.82,6.83,15.82,44.9,175.07,864.57,3445.58,5154.43,1175.71
GBRTENW,2001,3,interm,3,57,7671.97,154.55,93.21,242.78,347.21,476.31,883.84,2141.32,2766.38,566.35
GBRTENW,2002,3,interm,3,1,397507.98,7211.21,4764.31,8582.1,17200.25,34867.65,70779.23,129596.76,107119.81,17386.59
GBRTENW,2002,3,interm,3,48,1208.39,0,4.92,11.01,36.11,103.94,289.67,483.58,255.1,24.06
GBRTENW,2002,3,interm,3,49,480.4,0,0.97,1.03,2,8.01,29.94,139.25,226.93,72.27
GBRTENW,2002,3,interm,3,50,3013.45,1.9,3.88,47.48,137.39,256.08,564.85,1112.99,809.89,78.99
GBRTENW,2002,3,interm,3,51,46294.55,7.57,79.71,470.46,1663.36,4257.05,10073.87,17764.36,10933.02,1045.13
GBRTENW,2002,3,interm,3,52,58798.31,3.8,60.8,528.59,1919.05,4740.98,11069.25,21050.17,16954.74,2470.96
GBRTENW,2002,3,interm,3,53,3448.64,28.66,24.05,67.59,140.41,285.97,620.97,1243.5,941.62,95.87
GBRTENW,2002,3,interm,3,54,3713.64,9.61,13.71,39.37,94.25,225.96,587.82,1337.98,1263.57,141.38
GBRTENW,2002,3,interm,3,55,55.55,2.94,2.89,3.06,2.01,0,6,13.15,24.39,1.12
GBRTENW,2002,3,interm,3,56,11230.79,6.88,6.81,15.09,60.2,196.95,925.34,3471.86,5337.87,1209.77
GBRTENW,2002,3,interm,3,57,7775.31,122.47,115.97,204.19,331.93,511.36,875.06,2133.4,2819.08,661.84
GBRTENW,2003,3,interm,3,1,404941.66,7319.48,4510.74,8861.92,17010.44,35795.1,70428.79,134164.05,108003.03,18848.05
GBRTENW,2003,3,interm,3,48,1153.89,2.83,5.8,12.03,38.25,94.15,279.54,469.78,225.3,26.23
GBRTENW,2003,3,interm,3,49,566.17,0.93,0.95,1,3.02,11.01,24.05,146.51,297.55,81.17
GBRTENW,2003,3,interm,3,50,3188.15,1.9,7.71,47.07,116.01,265.53,571.21,1141.44,923.6,113.7
GBRTENW,2003,3,interm,3,51,44115.89,13.38,66.3,410.52,1561.25,3975.45,9225.23,17032.93,10668.15,1162.66
GBRTENW,2003,3,interm,3,52,57808.95,3.77,63.38,500.34,1862.15,4813.19,10515.62,20969.89,16576.19,2504.42
GBRTENW,2003,3,interm,3,53,3612.1,27.48,33.84,85.13,125.85,283.49,677.38,1360.53,922.21,96.19
GBRTENW,2003,3,interm,3,54,3647.64,4.72,13.38,28.01,72.49,194.43,573.23,1408.34,1213.37,139.68
GBRTENW,2003,3,interm,3,55,63.56,0.97,2.86,3,7.04,4.01,3,7.05,26.2,9.43
GBRTENW,2003,3,interm,3,56,11178.1,9.52,7.7,24.03,50.39,210.5,865.82,3459.9,5291.11,1259.13
GBRTENW,2003,3,interm,3,57,7977.84,136.96,116.31,204.99,361.17,563.13,945.12,2138.54,2779.31,732.33
GBRTENW,2004,3,interm,3,1,388715.49,7031.23,4263.98,8680.72,16441.68,35000.38,67845.59,130583.56,100601.51,18266.63
GBRTENW,2004,3,interm,3,48,1198.3,4.78,6.63,18.88,32.05,89.15,261.79,486.24,265.6,33.16
GBRTENW,2004,3,interm,3,49,567.37,0,1.96,2.99,3.99,11.02,22.98,143.25,277.37,103.79
GBRTENW,2004,3,interm,3,50,2998.43,0.94,8.74,40.72,106.93,268.62,534.52,1084.96,827.61,125.39
GBRTENW,2004,3,interm,3,51,39891.7,5.6,76.97,414,1379.72,3588.82,8008.07,15572.22,9715.6,1130.7
GBRTENW,2004,3,interm,3,52,54399.52,7.59,52.12,469.96,1773.4,4469.13,9928.54,19733.86,15525.68,2439.24
GBRTENW,2004,3,interm,3,53,3583.57,22.28,29.72,63.63,139.16,286.6,672.42,1300.69,955.12,113.96
GBRTENW,2004,3,interm,3,54,3758.16,6.81,17.54,32.73,63.06,185.43,562.49,1463.79,1279.34,146.97
GBRTENW,2004,3,interm,3,55,67.19,4.1,0.99,3.99,1,2,4,22.15,24.27,4.67
GBRTENW,2004,3,interm,3,56,9569.06,6.67,4.9,22.98,36,171.36,767.28,3044.42,4373.62,1141.82
GBRTENW,2004,3,interm,3,57,7792.22,117.98,114.44,234.36,385.94,568.42,856.32,2099.8,2723.25,691.69
GBRTENW,2005,3,interm,3,1,392691.97,6985.5,4033.54,8517.21,16508.76,35589.59,66818.94,128791.12,105876.66,19570.66
GBRTENW,2005,3,interm,3,48,1166.2,2.96,6.61,12.85,32.15,89.33,262.89,447.94,285.53,25.94
GBRTENW,2005,3,interm,3,49,623.38,0,1.94,0,5.02,6.02,21.07,156.6,346.81,85.91
GBRTENW,2005,3,interm,3,50,3219.01,0.97,15.03,54.34,127.65,295.18,535.63,1089.24,972.05,128.91
GBRTENW,2005,3,interm,3,51,37053.76,9.55,50.08,401.86,1267.02,3370.67,7328.3,14034.91,9421.78,1169.57
GBRTENW,2005,3,interm,3,52,52979.53,5.88,49.92,490.59,1672.32,4405.95,9265.66,18988.37,15516.66,2584.19
GBRTENW,2005,3,interm,3,53,3482.57,17.37,27.72,75.15,140.69,319.24,573.82,1275.91,942.29,110.37
GBRTENW,2005,3,interm,3,54,3868.13,9.41,14.18,28.66,76.38,210.83,544.7,1412.18,1394.03,177.75
GBRTENW,2005,3,interm,3,55,63.82,5.57,1.9,3.92,2.02,4.01,7.02,16.14,12.64,10.6
GBRTENW,2005,3,interm,3,56,9497.1,6.62,8.58,21.81,39.18,169.66,737.32,2901.39,4455.49,1157.04
GBRTENW,2005,3,interm,3,57,8046.52,112.07,95.52,263.52,361.86,607.46,887.66,2081.24,2841.06,796.11
GBRTENW,2006,3,interm,3,1,389305.65,7331.63,4197.68,8795.73,16592.92,36335.61,64950.82,124533.52,107113.37,19454.42
GBRTENW,2006,3,interm,3,48,1073.32,4.13,7.16,13.23,27.25,71.31,222.51,414.78,281.35,31.6
GBRTENW,2006,3,interm,3,49,769.35,0,0,1.02,3.04,15.08,28.07,143.13,396.61,182.41
GBRTENW,2006,3,interm,3,50,3361.99,0,8.18,50.02,134.62,312.66,524.2,1169.5,1021.87,140.94
GBRTENW,2006,3,interm,3,51,33770.3,9.16,57.31,408.49,1264.21,3180.5,6333.49,12258.61,9220.93,1037.63
GBRTENW,2006,3,interm,3,52,50444.71,5.09,61.39,459.56,1674.12,4334.52,8693.86,17507.59,15241.17,2467.41
GBRTENW,2006,3,interm,3,53,3644.93,26.55,29.7,78.39,155.75,306.45,644.48,1263.77,1010.61,129.22
GBRTENW,2006,3,interm,3,54,3719.5,4.08,18.42,32.7,86.99,210.13,503.14,1374.65,1309.18,180.21
GBRTENW,2006,3,interm,3,55,66.11,4.05,7.16,8.16,7.1,7.03,2,4.03,21.91,4.64
GBRTENW,2006,3,interm,3,56,8450.73,5.13,5.12,15.31,44.51,141.68,591.35,2477.58,4057.21,1112.84
GBRTENW,2006,3,interm,3,57,7992.44,169.27,121.84,254.37,364.54,584.06,889.04,1974.82,2856.81,777.69
GBRTENW,2007,3,interm,3,1,392817.35,7244.11,4208.57,8795.85,16382.48,36734.24,64410.74,123093.56,110926.2,21021.7
GBRTENW,2007,3,interm,3,48,1105.02,5.12,7.17,16.31,24.25,70.3,239.5,423.7,295.27,23.4
GBRTENW,2007,3,interm,3,49,883.6,0,0,0,5.05,12.05,22.04,166.19,478.26,199.99
GBRTENW,2007,3,interm,3,50,3551.53,0,3.08,43.83,137.66,325.83,519.11,1158.59,1195.13,168.3
GBRTENW,2007,3,interm,3,51,31839.33,8.17,60.61,405.81,1156.79,3073.99,5705.28,11222.09,9076.19,1130.4
GBRTENW,2007,3,interm,3,52,49654.58,3.08,59.59,421.98,1627.59,4206.79,8286.89,16937.15,15459.14,2652.41
GBRTENW,2007,3,interm,3,53,3458.93,24.65,39.99,74.31,144.54,310.58,574.22,1182.66,977.52,130.49
GBRTENW,2007,3,interm,3,54,4024.82,7.14,13.34,35.69,71.82,185,510.08,1456.17,1536.22,209.35
GBRTENW,2007,3,interm,3,55,81.73,14.26,10.26,12.26,5.06,8.04,3,6.03,13.59,9.21
GBRTENW,2007,3,interm,3,56,8545.3,5.13,4.1,11.23,41.47,196.04,617.3,2391.07,4096.97,1182.01
GBRTENW,2007,3,interm,3,57,8089.79,153.48,91.35,233.7,368.32,551.16,844.81,1946.77,3033.48,866.72
GBRTENW,2008,3,interm,3,1,399384.98,7204.91,4237.31,8919.72,16859.42,36684.92,64908.39,122366.29,115808.58,22395.49
GBRTENW,2008,3,interm,3,48,1041.23,3.04,10.21,12.2,21.22,71.36,195.38,392.23,298.26,37.32
GBRTENW,2008,3,interm,3,49,972.86,0,0,1.01,3.03,7.03,29.06,152.13,547.55,233.05
GBRTENW,2008,3,interm,3,50,3639.52,1.02,14.34,56.02,157.95,291.63,536.14,1176.34,1193.74,212.34
GBRTENW,2008,3,interm,3,51,29846.91,9.18,41.96,405.35,1232.74,2875.09,5393.75,10124.27,8614.59,1149.99
GBRTENW,2008,3,interm,3,52,48669.86,8.19,66.54,444.43,1633.75,4037.67,8110.85,16128.78,15531.44,2708.21
GBRTENW,2008,3,interm,3,53,3578.51,18.31,20.44,97.67,145.69,318.64,593.22,1212.82,1025.24,146.44
GBRTENW,2008,3,interm,3,54,4234.07,5.09,9.19,31.61,73.87,219.24,517.09,1510.42,1638.44,229.12
GBRTENW,2008,3,interm,3,55,100.05,18.28,14.32,9.17,12.14,5.04,7.01,4.02,20.85,9.21
GBRTENW,2008,3,interm,3,56,8995.35,5.12,1.03,16.27,49.57,175.94,601.23,2496.7,4466.2,1183.29
GBRTENW,2008,3,interm,3,57,8626.61,139.86,117.62,236.54,370.59,593.46,852.83,2062.04,3273.12,980.54
GBRTENW,2009,3,interm,3,1,387292.16,6891.96,4081.69,8912.24,16437.45,36144.66,63720.23,117059.62,112466.68,21577.64
GBRTENW,2009,3,interm,3,48,1041.72,2.03,7.18,10.15,37.43,75.32,192.43,412.02,281.28,23.87
GBRTENW,2009,3,interm,3,49,974.3,0,0,3.05,4.04,11.05,23.06,144.9,524.4,263.79
GBRTENW,2009,3,interm,3,50,3604.92,0,7.15,51.96,145.89,313.71,586.46,1044.98,1247.75,207.01
GBRTENW,2009,3,interm,3,51,27579.95,4.06,52.38,329.08,1179.34,2699.31,4912.55,9267.71,8038.45,1097.08
GBRTENW,2009,3,interm,3,52,45826.54,10.15,57.56,413.54,1519.71,3835.11,7480.08,15050.1,14783.49,2676.77
GBRTENW,2009,3,interm,3,53,3512,16.31,32.72,82.39,163.88,312.53,613.46,1149.46,1023.01,118.22
GBRTENW,2009,3,interm,3,54,4219.86,5.08,13.32,33.61,64.8,202.08,505.19,1362.2,1798.47,235.13
GBRTENW,2009,3,interm,3,55,94.12,16.32,14.39,16.28,10.16,10.06,1,8.04,15.59,2.3
GBRTENW,2009,3,interm,3,56,8626.97,9.17,7.17,13.23,46.56,148.8,616.48,2366.84,4186.51,1232.25
GBRTENW,2009,3,interm,3,57,8575.5,136.86,95.37,256.56,364.75,600.44,840.04,2058.14,3230.34,993
GBRTENW,2010,3,interm,3,1,390464.3,6510.69,3843.31,8401.74,16649.97,35801.65,64212.42,116407.07,115913.35,22724.3
GBRTENW,2010,3,interm,3,48,955.23,1.03,2.04,10.19,22.22,71.36,169.34,359.67,286.29,33.09
