country,year,sex,list,agf,cause_new,total,d20_new,d30_new,d40_new,d50_new,d60_new,d70_new,d80_new,d90_new,d95p
GBRTENW,2010,3,interm,3,49,1100.14,0,1.03,1.03,7.08,11.06,30.07,156.87,621.96,271.05
GBRTENW,2010,3,interm,3,50,3760.58,0,8.18,48.06,150.88,337.85,581.29,1138.03,1286.02,210.27
GBRTENW,2010,3,interm,3,51,26382.44,9.25,55.24,308.89,1159.84,2513.52,4684.65,8713.46,7844.41,1093.19
GBRTENW,2010,3,interm,3,52,45102.28,7.2,52.2,418.53,1502.82,3877.53,7325.68,14387.44,14814.46,2716.4
GBRTENW,2010,3,interm,3,53,3453.01,23.68,17.4,82.57,141.62,328.76,592.26,1102.06,1017.95,146.71
GBRTENW,2010,3,interm,3,54,4399.92,11.29,8.17,34.67,70.88,204.09,492.04,1492.65,1822.21,263.93
GBRTENW,2010,3,interm,3,55,114.74,16.4,19.46,19.44,9.1,7.05,5.01,15.08,19.74,3.48
GBRTENW,2010,3,interm,3,56,8430.7,6.22,7.15,12.28,41.49,155.85,564.22,2206.1,4237.2,1200.18
GBRTENW,2010,3,interm,3,57,9078.64,112.17,126.88,261.65,406.12,598.34,902.02,2105.59,3448.39,1117.48
GBRTENW,2011,3,interm,3,1,390716.06,6230.89,3738.53,8063.75,16759.09,35170.6,64363.91,114657.21,118133.13,23598.8
GBRTENW,2011,3,interm,3,48,1090.87,3.07,5.14,13.3,26.3,64.29,179.4,378.88,378.63,41.86
GBRTENW,2011,3,interm,3,49,1157.51,0,0,2.05,9.1,14.08,53.12,239.3,577.23,262.64
GBRTENW,2011,3,interm,3,50,3580.11,0,11.31,52.08,127.47,351.75,515.26,1110.31,1199.58,212.37
GBRTENW,2011,3,interm,3,51,24109.47,10.2,45.26,311.8,1043.44,2363.53,4272.63,7910.01,7154.19,998.44
GBRTENW,2011,3,interm,3,52,41545.07,5.11,54.53,375.3,1414.61,3556.77,6896.19,13168.7,13653.33,2420.51
GBRTENW,2011,3,interm,3,53,2575.74,22.46,41.07,64.21,119.32,197.94,453.05,829.14,737.45,111.1
GBRTENW,2011,3,interm,3,54,4521.77,5.11,9.25,29.63,68.76,219.08,490.2,1466.96,1948.3,284.48
GBRTENW,2011,3,interm,3,55,99.71,11.19,15.44,8.19,6.08,9.05,7.02,7.03,20.67,15.05
GBRTENW,2011,3,interm,3,56,5586.34,4.1,3.07,11.24,27.32,117.55,412.95,1456.27,2741.8,812.06
GBRTENW,2011,3,interm,3,57,9384.33,122.99,85.37,199.33,386.54,643.36,947.25,2198.17,3691.69,1109.65
GBRTENW,2012,3,interm,3,1,403902.57,6034.65,3560.06,7477.21,16591.79,34145.85,66039.03,118048.56,127393.63,24612.04
GBRTENW,2012,3,interm,3,48,1141.28,2.04,4.07,10.17,28.34,65.35,154.35,415.17,409.52,52.27
GBRTENW,2012,3,interm,3,49,1321.83,0,3.06,6.11,9.12,26.15,66.16,245.46,679.54,286.23
GBRTENW,2012,3,interm,3,50,3791.28,3.06,7.14,44.84,142.95,318.88,624.56,1118.36,1300.85,230.62
GBRTENW,2012,3,interm,3,51,23504.26,10.17,54.24,283.3,947.2,2146.42,4332.65,7552.17,7127.95,1050.16
GBRTENW,2012,3,interm,3,52,41928.85,13.2,43.03,366.77,1378.09,3357.03,6854.39,13106.55,14249.08,2560.67
GBRTENW,2012,3,interm,3,53,2628.47,18.44,36.72,60.96,113.44,212.21,465.13,840.36,783.13,98.09
GBRTENW,2012,3,interm,3,54,4860.94,7.17,8.17,28.48,79.07,191.14,584.43,1530.51,2092.3,339.66
GBRTENW,2012,3,interm,3,55,105.22,19.42,13.33,14.23,10.12,15.09,8.03,7.04,13.37,4.6
GBRTENW,2012,3,interm,3,56,5755.7,2.03,2.03,7.13,40.56,112.65,374.91,1518.79,2838.78,858.81
GBRTENW,2012,3,interm,3,57,10390.63,119.81,95.12,220.9,386.34,547.26,925.36,2338.03,4329.89,1427.91
GBRTENW,2013,3,interm,3,1,410899.53,5706.05,3809.14,7740.06,16773.06,33680.16,67236.06,119636.06,131910.92,24408.26
GBRTENW,2013,3,interm,3,48,947.97,1.02,3.07,9.14,26.25,57.34,145.32,347.76,330.27,27.8
GBRTENW,2013,3,interm,3,49,1355.21,0,2.04,5.09,11.13,24.16,66.17,214.18,726.12,306.31
GBRTENW,2013,3,interm,3,50,3822.17,2.05,6.14,38.7,149.63,319.98,582.53,1085.99,1405.72,231.44
GBRTENW,2013,3,interm,3,51,23645.98,10.26,48.08,293.66,1055.86,2259.31,4298.88,7481.69,7256.28,941.97
GBRTENW,2013,3,interm,3,52,41469.85,9.17,53.2,312.07,1444.2,3304.73,6966.59,12911.34,14060.93,2407.63
GBRTENW,2013,3,interm,3,53,2806.65,18.46,12.28,80.39,128.31,251.51,494.26,898.42,829.56,93.47
GBRTENW,2013,3,interm,3,54,5086.02,6.15,13.29,27.51,73.8,220.34,553.41,1590.86,2252.43,348.24
GBRTENW,2013,3,interm,3,55,112.09,16.34,13.31,17.3,14.16,11.06,16.03,8.03,12.33,3.52
GBRTENW,2013,3,interm,3,56,5735.04,1.05,3.08,7.12,36.36,113.68,396.01,1456.27,2927.61,793.86
GBRTENW,2013,3,interm,3,57,10909.52,115.71,106.45,205.93,389.35,582.67,1013.7,2466.38,4651.83,1377.52
GBRTENW,2014,3,interm,3,1,408927.91,5777.07,3857.92,7660.56,17021.79,33128.3,68379.46,118450.14,131233.05,23419.7
GBRTENW,2014,3,interm,3,48,846.27,1.04,4.11,16.31,26.24,60.35,123.33,323.66,258.75,32.47
GBRTENW,2014,3,interm,3,49,1366.62,0,0,2.05,14.22,24.19,68.18,227.44,664.79,365.76
GBRTENW,2014,3,interm,3,50,4962.9,2.05,3.08,49,179.25,354.23,689.11,1337.87,1896.65,451.66
GBRTENW,2014,3,interm,3,51,22336.44,4.11,47.26,249.05,1049.8,2210.2,4145.57,6956.13,6829.09,845.23
GBRTENW,2014,3,interm,3,52,39384.99,10.22,54.38,316.44,1383.61,3264.58,6626.33,12050.03,13409.92,2269.5
GBRTENW,2014,3,interm,3,53,2788.63,16.38,36.88,68.27,120.34,243.48,524.45,853.14,821.76,103.96
GBRTENW,2014,3,interm,3,54,5185.16,7.19,11.28,22.45,82.02,196.25,542.61,1598.06,2384.82,340.49
GBRTENW,2014,3,interm,3,55,107.96,12.29,19.49,9.2,13.16,12.06,9.04,10.04,12.35,10.32
GBRTENW,2014,3,interm,3,56,4544.01,1.02,6.17,7.13,30.37,75.44,317.9,1135.81,2377.42,592.75
GBRTENW,2014,3,interm,3,57,10973.11,111.8,97.4,221.53,405.25,586.84,992.05,2423.69,4702.39,1432.16
GBRTENW,2015,3,interm,3,1,435114.34,5781.02,3816.3,7631.77,17435.3,33646.53,70717.48,124859.53,143159.56,28066.56
GBRTENW,2015,3,interm,3,48,817.26,2.04,4.08,18.3,32.38,32.18,136.31,269.33,289.28,33.35
GBRTENW,2015,3,interm,3,49,1537.84,0,0,6.11,18.23,24.14,57.15,229.24,809.88,393.09
GBRTENW,2015,3,interm,3,50,5197.96,1.01,10.21,41.72,180.21,383.29,713.9,1383.87,2017.21,466.55
GBRTENW,2015,3,interm,3,51,22426.42,5.1,37.77,237.08,1077.14,2174.74,4282.6,6907.91,6735.11,968.97
GBRTENW,2015,3,interm,3,52,39592.85,5.09,56.18,334.98,1452.75,3311.91,6732.54,11957.4,13323.87,2418.13
GBRTENW,2015,3,interm,3,53,2945.29,14.49,29.54,69.17,124.38,277.61,551.39,908.52,860.04,110.16
GBRTENW,2015,3,interm,3,54,5623.3,6.19,8.15,31.52,69.83,201.2,648.59,1666.2,2586.43,405.2
GBRTENW,2015,3,interm,3,55,82.27,15.27,6.14,9.15,9.1,3.01,5.01,10.06,17.57,6.97
GBRTENW,2015,3,interm,3,56,4655.08,5.12,2.04,7.11,40.45,89.48,341.83,1152.84,2330.79,685.41
GBRTENW,2015,3,interm,3,57,11662.39,96.64,125.6,182.13,423.22,641.85,1176.15,2555,5017.26,1444.55
GBRTENW,2016,3,interm,3,1,432927.89,5657.17,4095.93,7602.43,17903.77,34423.44,72912.16,122690.81,138619.22,29023
GBRTENW,2016,3,interm,3,48,825.9,4.06,3.05,12.16,26.27,54.31,125.33,298.62,276.9,25.18
GBRTENW,2016,3,interm,3,49,1525.48,0,1.02,4.06,11.14,35.22,84.21,230.36,745.04,414.42
GBRTENW,2016,3,interm,3,50,5353.46,2.03,6.12,53.84,158.99,363.11,721.83,1394.55,2114.25,538.75
GBRTENW,2016,3,interm,3,51,21199.35,4.1,53.04,259.06,1032.07,2178.84,4250.06,6469.54,6060.81,891.83
GBRTENW,2016,3,interm,3,52,37729.12,4.08,51.04,306.83,1356.1,3361.11,6740.54,11220.69,12248.24,2440.51
GBRTENW,2016,3,interm,3,53,2825.8,24.6,34.58,50.68,137.55,250.42,582.5,816.42,803.33,125.73
GBRTENW,2016,3,interm,3,54,5691.66,10.16,11.2,20.29,82.02,211.24,624.56,1641.04,2641.22,449.93
GBRTENW,2016,3,interm,3,55,99.16,15.29,9.18,10.14,12.15,10.04,8.02,10.06,18.68,5.6
GBRTENW,2016,3,interm,3,56,4999.85,3.08,2.03,11.19,31.35,95.57,382.95,1272.18,2458.34,743.17
GBRTENW,2016,3,interm,3,57,11870.34,107.4,96.78,219.35,448.58,593.71,1123.87,2610.75,5049.02,1620.91
