country,year,sex,list,agf,cause,total,d20_new,d30_new,d40_new,d50_new,d60_new,d70_new,d80_new,d90_new,d100p,Calculated total,Check total
USA,2000,3,long,4,107,2817.41,18.65,40.48,132.68,184.38,255.99,648.34,989.76,522.34,24.97,2817.59,-0.18
USA,2000,3,long,4,108,194941.07,193.83,1215.15,6640.07,15890.59,28107.48,52972.84,62622.84,25864.36,1423.18,194930.34,10.73
USA,2000,3,long,4,109,3806.94,16.55,47.77,160.53,427.99,609.11,885.13,1061.62,556.04,42.69,3807.43,-0.49
USA,2000,3,long,4,110,321990.05,219.56,1780.12,8546.46,20151.28,36079.70,79231.94,111883.78,59707.51,4451.67,322052.02,-61.97
USA,2000,3,long,4,111,13220.2,522.5,557.16,1071.71,1461.95,2108.28,3304.18,3186.29,957.16,48.94,13218.17,2.03
USA,2000,3,long,4,112,154179.24,1976.41,2315.90,5393.33,8640.18,14846.31,33269.10,53684.62,31839.77,2247.88,154213.5,-34.26
USA,2001,1,long,4,0,1183420.95,59534.45,39487.95,81028.70,124120.67,181317.76,310858.16,299932.24,84269.24,2871.78,1183420.95,0
USA,2001,1,long,4,1,833528.97,57611.55,34782.14,63339.17,87912.12,126891.91,214435.83,195911.24,51004.55,1621.85,833510.36,18.61
USA,2001,1,long,4,102,23.32,1.02,1.04,3.08,3.04,2.02,4.02,7.05,2.03,0,23.3,0.02
USA,2001,1,long,4,103,1019.42,16.56,29.06,81.34,112.58,167.27,304.83,248.87,58.77,0,1019.28,0.14
USA,2001,1,long,4,104,3885.38,11.38,47.75,192.40,432.34,628.90,1006.04,1105.34,445.22,16.62,3885.99,-0.61
USA,2001,1,long,4,105,10585.69,58.97,377.16,1258.03,1839.24,1791.67,2258.53,2201.43,773.50,28.07,10586.6,-0.91
USA,2001,1,long,4,106,3443.96,25.8,53.98,204.88,261.97,412.15,881.29,1223.25,368.05,12.47,3443.84,0.12
USA,2001,1,long,4,107,1182.46,9.3,34.26,91.66,115.71,160.24,271.64,357.70,138.95,3.12,1182.58,-0.12
USA,2001,1,long,4,108,96835.74,137.52,991.53,4979.69,11450.78,17167.82,27837.21,26586.46,7456.17,227.53,96834.71,1.03
USA,2001,1,long,4,109,1898.95,12.39,26.99,143.03,305.59,390.08,461.78,434.26,117.64,7.27,1899.03,-0.08
USA,2001,1,long,4,110,157773.38,225.38,1355.08,6576.97,15252.99,24164.88,44935.91,49086.92,15573.09,610.97,157782.19,-8.81
USA,2001,1,long,4,111,5367.59,229.62,200.35,494.23,665.81,958.49,1400.43,1151.63,263.58,3.12,5367.26,0.33
USA,2001,1,long,4,112,67876.09,1194.96,1588.61,3664.22,5768.50,8582.33,17060.65,21618.09,8067.69,340.76,67885.81,-9.72
USA,2001,2,long,4,0,1233003.96,30720.22,20891.52,47461.46,79835.82,131590.08,275652.65,408195.78,223032.78,15623.65,1233003.96,0
USA,2001,2,long,4,1,855418.84,29444.02,18639.76,40547.8,64569.89,101318.30,199361.61,264348.70,129083.92,8020.3,855334.3,84.54
USA,2001,2,long,4,102,42.56,1.03,2.08,2.06,0,7.05,10.07,17.17,3.05,0,42.51,0.05
USA,2001,2,long,4,103,2443.57,13.5,38.42,111.02,181.29,327.31,724.17,793.33,243.23,10.43,2442.7,0.87
USA,2001,2,long,4,104,7320.12,5.2,24.92,120.2,257.17,518.66,1313.45,2790.47,2095.89,198.21,7324.17,-4.05
USA,2001,2,long,4,105,14421.06,34.3,176.57,583.86,996.84,1178.48,2556.68,4922.48,3660.40,317.18,14426.79,-5.73
USA,2001,2,long,4,106,4821.31,16.61,52.98,115.08,241.04,454.21,1131.11,1903.90,864.22,40.69,4819.84,1.47
USA,2001,2,long,4,107,1677.3,9.34,25.97,34.96,77.95,149.05,354.55,630.94,372.70,21.91,1677.37,-0.07
USA,2001,2,long,4,108,89907.92,62.42,352.09,1551.60,4192.81,8845.73,20939.00,34673.22,18097.91,1184.1,89898.88,9.04
USA,2001,2,long,4,109,1876.55,3.12,18.70,52.41,123.52,190.34,385.76,640.05,432.78,30.25,1876.93,-0.38
USA,2001,2,long,4,110,159349.23,73.86,421.67,1905.21,5069.61,11522.96,31313.91,61737.66,43520.13,3846.59,159411.60,-62.37
USA,2001,2,long,4,111,8131.27,279.20,333.41,605.47,905.38,1118.89,1937.84,2143.99,773.55,31.3,8129.03,2.24
USA,2001,2,long,4,112,87594.23,777.62,804.95,1831.79,3220.32,5959.10,15624.50,33593.87,23885.00,1922.69,87619.84,-25.61
USA,2001,3,long,4,0,2416424.91,90254.67,60379.47,128490.16,203956.49,312907.84,586510.81,708128.02,307302.02,18495.43,2416424.91,0.00
USA,2001,3,long,4,1,1688947.83,87055.54,53421.87,103886.96,152482.03,228210.25,413797.43,460259.89,180088.48,9642.15,1688844.6,103.23
USA,2001,3,long,4,102,65.88,2.05,3.12,5.15,3.04,9.06,14.10,24.22,5.08,0,65.82,0.06
USA,2001,3,long,4,103,3462.99,30.06,67.50,192.37,293.87,494.58,1029.00,1042.20,302.00,10.43,3462.01,0.98
USA,2001,3,long,4,104,11205.5,16.58,72.68,312.59,689.50,1147.55,2319.50,3895.82,2541.12,214.83,11210.17,-4.67
USA,2001,3,long,4,105,25006.75,93.27,553.74,1841.89,2836.08,2970.14,4815.20,7123.92,4433.91,345.26,25013.41,-6.66
USA,2001,3,long,4,106,8265.27,42.41,106.95,319.97,503.01,866.36,2012.42,3127.17,1232.27,53.15,8263.71,1.56
USA,2001,3,long,4,107,2859.75,18.65,60.21,126.62,193.65,309.29,626.17,988.64,511.64,25.02,2859.89,-0.14
USA,2001,3,long,4,108,186743.66,199.94,1343.62,6531.30,15643.59,26013.55,48776.20,61259.68,25554.07,1411.63,186733.58,10.08
USA,2001,3,long,4,109,3775.49,15.51,45.69,195.44,429.11,580.43,847.54,1074.31,550.42,37.53,3775.98,-0.49
USA,2001,3,long,4,110,317122.61,299.23,1776.75,8482.17,20322.60,35687.83,76249.83,110824.58,59093.22,4457.56,317193.77,-71.16
USA,2001,3,long,4,111,13498.87,508.84,533.76,1099.69,1571.19,2077.38,3338.27,3295.62,1037.12,34.41,13496.28,2.59
USA,2001,3,long,4,112,155470.31,1972.59,2393.58,5496.01,8988.82,14541.42,32685.15,55211.97,31952.69,2263.46,155505.69,-35.38
USA,2002,1,long,4,0,1199263.94,60105.14,38420.03,82692.42,129878.54,182168.83,306119.97,308596.55,88351.27,2931.19,1199263.94,0
USA,2002,1,long,4,1,847430.43,58116.07,33713.52,64351.04,92273.26,128042.75,212775.6,202764.25,53725.04,1651,847412.53,17.9
USA,2002,1,long,4,102,18.25,0,2.06,4.09,2.02,0,4.03,4.03,2.04,0,18.27,-0.02
USA,2002,1,long,4,103,1070.32,20.57,29.91,63.34,127.44,168.13,335.99,262.0,61.82,1.04,1070.24,0.08
USA,2002,1,long,4,104,4002.09,15.44,38.15,222.64,430.88,601.00,1002.93,1206.32,467.66,17.61,4002.63,-0.54
USA,2002,1,long,4,105,11790.04,93.57,453.89,1434.77,2227.56,2112.97,2315.49,2272.30,835.10,45.58,11791.23,-1.19
USA,2002,1,long,4,106,3716.93,21.6,65.98,167.55,297.38,420.78,967.73,1297.06,467.56,11.39,3717.03,-0.1
USA,2002,1,long,4,107,1217.05,12.35,29.90,75.57,139.55,143.98,290.72,372.88,148.12,4.14,1217.21,-0.16
USA,2002,1,long,4,108,94675.94,122.36,908.31,4858.47,11344.78,17006.93,26524.00,26284.75,7404.04,220.6,94674.24,1.7
USA,2002,1,long,4,109,1910.17,6.17,21.66,136.82,331.85,382.55,443.62,443.42,137.99,6.21,1910.29,-0.12
USA,2002,1,long,4,110,158452.86,195.4,1358.93,7008.07,15957.50,23767.14,43171.84,50030.47,16349.46,623.56,158462.37,-9.51
USA,2002,1,long,4,111,5432.75,237.13,219.65,485.19,715.14,993.60,1366.08,1156.88,254.61,4.14,5432.42,0.33
USA,2002,1,long,4,112,69547.11,1264.48,1578.07,3884.87,6031.18,8529.00,16921.94,22502.19,8497.83,345.92,69555.48,-8.37
USA,2002,2,long,4,0,1244122.97,30959.84,20336.17,49192.88,81919.79,131373.71,271507.92,414408.33,228521.40,15902.93,1244122.97,0
USA,2002,2,long,4,1,871126.64,29771.56,18125.24,41975.44,66423.16,101701.49,197981.06,272418.93,134248.4,8388.4,871033.68,92.96
USA,2002,2,long,4,102,35.39,3.05,1.03,0,4.05,4.03,11.07,10.09,2.03,0,35.35,0.04
USA,2002,2,long,4,103,2491.72,16.48,32.96,89.76,200.11,346.03,706.58,802.37,285.05,11.56,2490.9,0.82
USA,2002,2,long,4,104,7786.89,8.28,24.69,123.41,258.78,523.07,1333.65,2958.00,2335.59,226.91,7792.38,-5.49
USA,2002,2,long,4,105,15072.23,22.76,183.25,686.54,1087.8,1376.09,2619.93,5014.46,3803.12,283.64,15077.59,-5.36
USA,2002,2,long,4,106,4977.47,20.66,51.47,109.16,248.61,438.58,1111.18,1951.36,993.71,51.47,4976.2,1.27
USA,2002,2,long,4,107,1710.04,4.12,16.47,51.06,86.91,152.89,322.09,650.12,397.09,29.41,1710.16,-0.12
USA,2002,2,long,4,108,86642.54,58.92,318.96,1608.73,4149.39,8562.36,19688.57,33088.87,17996.67,1162.92,86635.39,7.15
USA,2002,2,long,4,109,1909.9,6.18,12.35,55.08,136.50,193.14,398.57,637.01,441.98,29.41,1910.22,-0.32
USA,2002,2,long,4,110,155882.16,57.89,425.96,2020.56,5174.20,11083.66,29821.08,60714.77,42896.29,3752.63,155947.04,-64.88
USA,2002,2,long,4,111,8449.53,274.42,301.74,603.28,901.71,1176.05,2082.66,2278.33,789.97,38.87,8447.03,2.50
USA,2002,2,long,4,112,88038.46,715.52,842.05,1869.86,3248.57,5816.32,15431.48,33884.02,24331.50,1927.71,88067.03,-28.57
USA,2002,3,long,4,0,2443386.91,91064.98,58756.20,131885.30,211798.33,313542.54,577627.89,723004.88,316872.67,18834.12,2443386.91,0.00
USA,2002,3,long,4,1,1718557.05,87887.59,51838.72,106326.49,158696.39,229744.23,410756.64,475183.16,187973.42,10039.37,1718446.01,111.04
USA,2002,3,long,4,102,53.64,3.05,3.09,4.09,6.07,4.03,15.10,14.13,4.07,0,53.63,0.01
USA,2002,3,long,4,103,3562.04,37.06,62.87,153.09,327.54,514.17,1042.57,1064.38,346.87,12.59,3561.14,0.9
USA,2002,3,long,4,104,11788.98,23.72,62.84,346.05,689.66,1124.08,2336.58,4164.33,2803.24,244.52,11795.02,-6.04
USA,2002,3,long,4,105,26862.27,116.32,637.14,2121.31,3315.36,3489.06,4935.42,7286.76,4638.22,329.22,26868.81,-6.54
USA,2002,3,long,4,106,8694.4,42.26,117.45,276.71,545.99,859.35,2078.91,3248.41,1461.28,62.87,8693.23,1.17
USA,2002,3,long,4,107,2927.1,16.47,46.39,126.62,226.46,296.87,612.81,1023.00,545.22,33.56,2927.4,-0.3
USA,2002,3,long,4,108,181318.49,181.3,1227.28,6467.21,15494.17,25569.29,46212.57,59373.62,25400.71,1383.53,181309.68,8.81
USA,2002,3,long,4,109,3820.07,12.36,34.02,191.91,468.36,575.69,842.20,1080.43,579.96,35.63,3820.56,-0.49
USA,2002,3,long,4,110,314335.02,253.29,1784.89,9028.62,21131.71,34850.79,72992.93,110745.24,59245.76,4376.18,314409.41,-74.39
USA,2002,3,long,4,111,13882.28,511.56,521.38,1088.47,1616.86,2169.65,3448.74,3435.21,1044.59,43.02,13879.48,2.80
USA,2002,3,long,4,112,157585.57,1980.00,2420.13,5754.73,9279.76,14345.33,32353.42,56386.21,32829.33,2273.63,157622.54,-36.97
USA,2003,1,long,4,0,1201964,60603.57,37310.35,83853.76,133756.94,184622.31,298534.80,310215.44,90066.16,3000.67,1201964.00,0
USA,2003,1,long,4,1,854349.05,58633.32,32615.61,65391.89,95797.66,130792.56,209419.78,205069.14,54912.27,1697.56,854329.79,19.26
USA,2003,1,long,4,102,19.24,3.08,0,2.04,3.03,4.03,4.03,3.03,0,0,19.24,0
USA,2003,1,long,4,103,1145.01,17.47,25.80,63.39,99.09,186.25,333.04,344.66,73.04,2.08,1144.82,0.19
USA,2003,1,long,4,104,4377.19,8.27,45.40,208.52,525.95,726.90,1037.38,1242.56,552.23,31.22,4378.43,-1.24
USA,2003,1,long,4,105,12678.72,108.14,442.61,1588.71,2444.98,2242.21,2464.16,2463.05,888.22,37.47,12679.55,-0.83
USA,2003,1,long,4,106,3915.09,17.48,79.43,208.55,335.8,489.29,997.10,1299.08,476.07,12.49,3915.29,-0.2
USA,2003,1,long,4,107,1340.05,9.28,36.11,101.20,154.74,149.01,289.77,418.26,175.64,6.24,1340.25,-0.2
USA,2003,1,long,4,108,90348.74,137,917.30,4873.04,11367.76,16227.52,24232.99,25085.81,7280.21,225.85,90347.48,1.26
USA,2003,1,long,4,109,1758.47,11.36,26.84,137.08,271.24,330.42,433.92,403.34,134.01,10.41,1758.62,-0.15
USA,2003,1,long,4,110,156521.99,194.88,1373.42,6960.99,15833.29,23689.44,41387.42,50044.31,16441.88,604.75,156530.38,-8.39
USA,2003,1,long,4,111,5691.85,201.94,231.10,509.20,764.73,968.54,1497.21,1232.42,280.12,6.24,5691.5,0.35
USA,2003,1,long,4,112,69818.6,1261.35,1516.73,3809.15,6158.67,8816.14,16438.00,22609.78,8852.47,366.36,69828.65,-10.05
USA,2003,2,long,4,0,1246324.03,31173.81,19805.14,49745.85,84217.80,133429.59,265425.11,414527.13,231661.19,16338.41,1246324.03,0
USA,2003,2,long,4,1,878879.1,29888.54,17608.41,42186.44,68745.9,104158.55,195245.90,274986.96,137250.76,8705.11,878776.57,102.53
USA,2003,2,long,4,102,22.23,0,1.03,1.02,1.01,3.02,11.08,5.06,0,0,22.22,0.01
USA,2003,2,long,4,103,2477.22,10.36,29.87,102.15,167.73,320.94,659.25,845.85,318.28,22.09,2476.52,0.7
USA,2003,2,long,4,104,8692.3,6.22,35.02,127.75,317.24,540.28,1496.69,3279.13,2616.14,280.84,8699.31,-7.01
USA,2003,2,long,4,105,16019.97,40.37,200.93,806.18,1231.80,1472.98,2666.22,5207.74,4083.36,317.65,16027.23,-7.26
USA,2003,2,long,4,106,5213.24,23.81,43.27,115.48,252.55,500.02,1194.73,1989.01,1025.06,68.37,5212.3,0.94
USA,2003,2,long,4,107,1805.31,5.18,20.62,47.02,98.02,137.84,347.24,669.13,459.07,21.04,1805.16,0.15
USA,2003,2,long,4,108,82044.42,74.6,309.01,1571.42,3896.04,8037.84,18114.23,31339.17,17498.58,1199.1,82039.99,4.43
USA,2003,2,long,4,109,1726.79,4.16,12.36,55.17,113.15,170.03,328.12,608.48,413.31,22.09,1726.87,-0.08
USA,2003,2,long,4,110,152904.94,85.95,414.08,2127.17,5200.49,11055.39,28513.51,59389.76,42539.99,3643.68,152970.02,-65.08
USA,2003,2,long,4,111,8468.57,268.38,334.95,627.65,858.84,1157.05,1950.56,2383.87,835.21,49.44,8465.95,2.62
USA,2003,2,long,4,112,88069.94,766.24,795.59,1978.40,3335.03,5875.65,14897.58,33822.97,24621.43,2009,88101.89,-31.95
USA,2003,3,long,4,0,2448288.03,91777.38,57115.49,133599.61,217974.74,318051.90,563959.91,724742.57,321727.35,19339.08,2448288.03,0.00
USA,2003,3,long,4,1,1733228.15,88521.92,50224.03,107578.31,164543.55,234951.10,404665.69,480056.16,192163.06,10402.66,1733106.48,121.67
USA,2003,3,long,4,102,41.47,3.08,1.03,3.06,4.05,7.05,15.09,8.08,0,0,41.44,0.03
USA,2003,3,long,4,103,3622.23,27.82,55.66,165.54,266.82,507.19,992.30,1190.52,391.32,24.17,3621.34,0.89
USA,2003,3,long,4,104,13069.49,14.48,80.42,336.27,843.19,1267.18,2534.07,4521.68,3168.37,312.06,13077.72,-8.23
USA,2003,3,long,4,105,28698.69,148.51,643.54,2394.89,3676.78,3715.21,5130.38,7670.79,4971.56,355.12,28706.78,-8.09
USA,2003,3,long,4,106,9128.33,41.27,122.70,324.03,588.36,989.31,2191.82,3288.08,1501.13,80.86,9127.56,0.77
USA,2003,3,long,4,107,3145.36,14.46,56.73,148.22,252.75,286.85,637.02,1087.39,634.71,27.28,3145.41,-0.05
USA,2003,3,long,4,108,172393.16,211.62,1226.32,6444.46,15263.81,24265.35,42347.22,56424.98,24778.79,1424.95,172387.50,5.66
USA,2003,3,long,4,109,3485.26,15.51,39.20,192.27,384.39,500.45,762.04,1011.82,547.32,32.5,3485.5,-0.24
USA,2003,3,long,4,110,309426.93,280.83,1787.50,9088.16,21033.78,34744.83,69900.94,109434.06,58981.87,4248.43,309500.4,-73.47
USA,2003,3,long,4,111,14160.42,470.30,566.05,1136.85,1623.56,2125.59,3447.77,3616.28,1115.33,55.68,14157.41,3.01
USA,2003,3,long,4,112,157888.54,2027.58,2312.31,5787.55,9493.70,14691.79,31335.57,56432.73,33473.89,2375.37,157930.49,-41.95
USA,2004,1,long,4,0,1181667.98,60524.89,35293.12,81720.81,136083.33,183128.17,284810.57,307090.70,90017.22,2999.17,1181667.98,0.00
USA,2004,1,long,4,1,847697.76,58568.62,30854.77,63670.24,98661.47,131026.26,202485.07,205488.04,55236.98,1684.96,847676.41,21.35
USA,2004,1,long,4,102,13.13,0,0,2.04,1.01,4.02,2.01,3.02,1.01,0,13.11,0.02
USA,2004,1,long,4,103,1005.35,15.41,19.46,62.16,103.07,144.94,284.68,305.46,69.08,1.04,1005.30,0.05
USA,2004,1,long,4,104,4735.35,9.24,44.05,234.34,526.61,748.12,1098.70,1453.51,592.49,29.25,4736.31,-0.96
USA,2004,1,long,4,105,13066.54,105.5,459.05,1638.03,2575.22,2383.49,2384.50,2479.36,992.70,50.15,13068,-1.46
USA,2004,1,long,4,106,4218.3,28.69,83.02,196.74,355.84,540.82,999.37,1476.01,522.43,15.68,4218.6,-0.3
USA,2004,1,long,4,107,1314.36,11.27,36.87,101.93,119.25,185.24,266.57,411.44,171.61,10.45,1314.63,-0.27
USA,2004,1,long,4,108,83665.08,133.34,860.53,4589.19,10861.83,15354.64,21756.75,23081.49,6784.00,243.4,83665.17,-0.09
USA,2004,1,long,4,109,1413.49,8.17,18.46,104.07,239.63,261.92,306.01,353.19,114.86,7.32,1413.63,-0.14
USA,2004,1,long,4,110,150602.66,186.49,1255.04,6863.31,15724.24,22898.36,38451.79,48347.62,16268.30,617.42,150612.57,-9.91
USA,2004,1,long,4,111,5200.84,215.90,192.63,502.55,756.95,892.07,1249.57,1091.17,295.56,4.18,5200.58,0.26
USA,2004,1,long,4,112,68735.12,1242.26,1469.24,3756.21,6158.21,8688.29,15525.55,22600.39,8968.20,335.32,68743.67,-8.55
USA,2004,2,long,4,0,1215947.04,31250.88,18750.10,49639.91,84895.97,132437.73,253680.32,404622.11,225130.13,15539.89,1215947.04,0
USA,2004,2,long,4,1,866634.15,30059.9,16698.76,42298.53,69551.37,104495.17,188794.96,271623.22,134710.46,8295.48,866527.85,106.3
USA,2004,2,long,4,102,20.19,0,0,0,3.03,4.02,5.03,5.05,3.05,0,20.18,0.01
USA,2004,2,long,4,103,2250.79,15.45,26.66,87.50,163.53,280.74,608.19,766.33,287.69,13.72,2249.81,0.98
USA,2004,2,long,4,104,8887.46,7.22,18.47,149.46,332.09,534.37,1440.16,3303.34,2819.42,291.28,8895.81,-8.35
USA,2004,2,long,4,105,15866.81,44.3,158.97,827.95,1235.63,1381.61,2503.31,5330.30,4027.63,365.12,15874.82,-8.01
USA,2004,2,long,4,106,5510.96,18.54,53.34,132.21,273.51,508.15,1208.34,2100.13,1142.13,73.87,5510.22,0.74
USA,2004,2,long,4,107,1768.59,5.12,17.44,63.03,98.92,137.85,284.97,671.46,461.44,28.49,1768.72,-0.13
USA,2004,2,long,4,108,74835.91,58.77,290.24,1479.81,3798.16,7564.06,16026.14,28400.79,16113.90,1101.71,74833.58,2.33
USA,2004,2,long,4,109,1311.75,6.2,5.13,48.82,97.91,117.74,262.83,421.63,314.59,37.99,1312.84,-1.09
USA,2004,2,long,4,110,144499.57,76.29,416.31,2076.66,5269.60,10655.07,26324.70,56350.41,40004.98,3389.48,144563.5,-63.93
USA,2004,2,long,4,111,8076.04,257.76,306.71,583.87,758.19,1112.91,1879.90,2258.49,875.40,40.1,8073.33,2.71
USA,2004,2,long,4,112,86284.82,701.33,758.07,1892.07,3314.03,5646.04,14341.79,33390.96,24369.44,1902.65,86316.38,-31.56
USA,2004,3,long,4,0,2397615.02,91775.77,54043.22,131360.72,220979.3,315565.90,538490.89,711712.81,315147.35,18539.06,2397615.02,0
USA,2004,3,long,4,1,1714331.92,88628.51,47553.53,105968.73,168212.85,235521.43,391280.04,477111.26,189947.45,9980.45,1714204.25,127.67
USA,2004,3,long,4,102,33.32,0,0,2.04,4.04,8.05,7.04,8.07,4.07,0,33.31,0.01
USA,2004,3,long,4,103,3256.14,30.86,46.12,149.67,266.59,425.68,892.87,1071.79,356.77,14.76,3255.11,1.03
USA,2004,3,long,4,104,13622.81,16.45,62.53,383.81,858.70,1282.50,2538.86,4756.85,3411.91,320.54,13632.15,-9.34
USA,2004,3,long,4,105,28933.36,149.79,618.02,2465.99,3810.83,3765.10,4887.80,7809.66,5020.33,415.27,28942.79,-9.43
USA,2004,3,long,4,106,9729.25,47.24,136.36,328.94,629.35,1048.97,2207.70,3576.15,1664.55,89.54,9728.8,0.45
USA,2004,3,long,4,107,3082.95,16.39,54.32,164.96,218.17,323.10,551.54,1082.90,633.05,38.94,3083.37,-0.42
USA,2004,3,long,4,108,158500.99,192.1,1150.77,6069.01,14660.00,22918.69,37782.90,51482.29,22897.90,1345.11,158498.77,2.22
USA,2004,3,long,4,109,2725.23,14.38,23.58,152.89,337.54,379.66,568.84,774.81,429.44,45.31,2726.45,-1.22
USA,2004,3,long,4,110,295102.24,262.77,1671.34,8939.97,20993.84,33553.43,64776.51,104698.03,56273.28,4006.9,295176.07,-73.83
USA,2004,3,long,4,111,13276.87,473.69,499.34,1086.43,1515.14,2004.96,3129.46,3349.66,1170.96,44.28,13273.92,2.95
USA,2004,3,long,4,112,155019.94,1943.59,2227.31,5648.28,9472.25,14334.33,29867.33,55991.34,33337.64,2237.96,155060.03,-40.09
USA,2005,1,long,4,0,1207675.97,62396.06,35056.66,82593.32,143207.12,185889.02,283546.76,315983.03,96006.52,2997.48,1207675.97,0
USA,2005,1,long,4,1,872127.58,60317.38,30618.15,64689.11,104255.61,134337.8,203686.49,213511.39,59024.7,1658.37,872099,28.58
USA,2005,1,long,4,102,10.11,1.02,1.03,0,1.01,0,5.03,2.02,0,0,10.11,0
USA,2005,1,long,4,103,1044.21,16.45,19.52,61.21,120.39,159.04,267.61,305.41,94.46,0,1044.09,0.12
USA,2005,1,long,4,104,5132.83,8.23,44.17,243.77,571.69,826.44,1187.13,1545.34,665.91,42.01,5134.69,-1.86
USA,2005,1,long,4,105,13368.21,106.85,496.30,1663.18,2693.51,2333.98,2325.45,2627.68,1073.77,49.37,13370.09,-1.88
USA,2005,1,long,4,106,4417.33,20.52,58.56,246.87,400.72,549.59,1021.15,1565.59,536.53,17.85,4417.38,-0.05
USA,2005,1,long,4,107,1383.41,6.16,41.1,85.68,138.66,174.14,279.68,440.57,209.44,8.4,1383.83,-0.42
USA,2005,1,long,4,108,80834.21,167.45,756.11,4515.48,10834.00,14685.26,20561.05,22214.95,6909.30,190.1,80833.7,0.51
USA,2005,1,long,4,109,1921.68,9.26,21.57,131.57,347.11,373.47,443.65,434.43,153.46,7.35,1921.87,-0.19
USA,2005,1,long,4,110,151555.5,203.28,1260.60,6679.34,16506.68,22864.72,37108.58,48990.85,17338.78,614.44,151567.27,-11.77
USA,2005,1,long,4,111,5415.56,171.79,204.44,455.05,797.41,990.50,1300.79,1222.59,266.21,6.3,5415.08,0.48
USA,2005,1,long,4,112,70465.34,1367.67,1535.11,3822.06,6540.33,8594.08,15360.15,23122.21,9733.96,403.29,70478.86,-13.52
USA,2005,2,long,4,0,1240342.02,31228.32,18719.79,50177.11,88448.71,134221.12,250494.01,414263.38,236463.91,16325.67,1240342.02,0
USA,2005,2,long,4,1,890940.51,30096.48,16664.31,42886.92,72754.91,106141.22,188063.45,281881.45,143401.6,8941.66,890832,108.51
USA,2005,2,long,4,102,19.2,0,0,1.02,3.03,5.04,5.03,2.02,3.07,0,19.21,-0.01
USA,2005,2,long,4,103,2329.69,9.27,22.63,83.62,142.46,284.85,585.94,849.27,341.04,9.48,2328.56,1.13
USA,2005,2,long,4,104,9913.42,4.12,26.75,164.23,322.27,585.80,1489.12,3688.36,3342.40,299.14,9922.19,-8.77
USA,2005,2,long,4,105,16289.23,51.59,199.58,749.7,1222.81,1388.03,2384.08,5411.63,4508.40,383.41,16299.23,-10
USA,2005,2,long,4,106,5744.74,24.72,48.35,152.95,257.67,548.55,1227.28,2147.72,1274.73,62.15,5744.12,0.62
USA,2005,2,long,4,107,1827.52,5.16,18.52,41.85,90.96,139.90,340.30,686.62,477.12,27.39,1827.82,-0.3
USA,2005,2,long,4,108,71835.25,50.58,283.91,1483.71,3801.98,7372.80,14852.15,27224.16,15674.86,1090.18,71834.33,0.92
USA,2005,2,long,4,109,1915.94,4.13,10.29,65.24,131.39,174.14,361.41,691.65,442.42,35.81,1916.48,-0.54
USA,2005,2,long,4,110,142683.66,46.46,389.91,2011.01,5436.88,10653.75,25198.64,55163.41,40407.82,3438.26,142746.14,-62.48
USA,2005,2,long,4,111,8252.21,228.61,289.10,613.11,865.97,1166.58,1803.0,2374.94,874.96,32.65,8248.92,3.29
USA,2005,2,long,4,112,88590.65,707.2,766.44,1923.75,3418.38,5760.46,14183.61,34142.15,25715.49,2005.54,88623.02,-32.37
USA,2005,3,long,4,0,2448017.99,93624.38,53776.45,132770.43,231655.83,320110.14,534040.77,730246.41,332470.43,19323.15,2448017.99,0
USA,2005,3,long,4,1,1763068.08,90413.89,47282.46,107576.03,177010.53,240479.00,391749.93,495392.83,202426.32,10600.03,1762931.02,137.06
USA,2005,3,long,4,102,29.32,1.02,1.03,1.02,4.05,5.04,10.07,4.04,3.07,0,29.34,-0.02
USA,2005,3,long,4,103,3373.9,25.70,42.16,144.85,262.84,443.89,853.55,1154.68,435.50,9.48,3372.65,1.25
USA,2005,3,long,4,104,15046.25,12.35,70.92,408.00,893.96,1412.22,2676.26,5233.69,4008.31,341.15,15056.86,-10.61
USA,2005,3,long,4,105,29657.44,158.44,695.88,2412.88,3916.32,3722.02,4709.52,8039.32,5582.17,432.78,29669.33,-11.89
USA,2005,3,long,4,106,10162.07,45.23,106.91,399.82,658.39,1098.14,2248.43,3713.31,1811.27,80,10161.5,0.57
USA,2005,3,long,4,107,3210.93,11.31,59.61,127.54,229.62,314.04,619.98,1127.19,686.55,35.79,3211.63,-0.7
USA,2005,3,long,4,108,152669.46,218.04,1040.02,5999.18,14635.98,22058.07,35413.20,49439.11,22584.16,1280.28,152668.04,1.42
USA,2005,3,long,4,109,3837.62,13.4,31.86,196.81,478.5,547.61,805.06,1126.08,595.86,43.16,3838.34,-0.72
USA,2005,3,long,4,110,294239.16,249.72,1650.51,8690.35,21943.56,33518.48,62307.22,104154.26,57746.60,4052.7,294313.4,-74.24
USA,2005,3,long,4,111,13667.77,400.41,493.53,1068.15,1663.38,2157.08,3103.79,3597.53,1141.17,38.95,13663.99,3.78
USA,2005,3,long,4,112,159055.99,2074.87,2301.56,5745.80,9958.70,14354.55,29543.76,57264.37,35449.45,2408.83,159101.89,-45.9
USA,2006,1,long,4,0,1201941.96,63406.03,35142.99,81051.51,147546.99,186357.50,273699.94,314945.81,96697.25,3093.94,1201941.96,0
USA,2006,1,long,4,1,873663.76,61367.7,30697.66,63464.61,107979.19,135205.07,197964.13,214991.82,60224.15,1737.99,873632.32,31.44
USA,2006,1,long,4,102,8.08,0,0,1.01,2.02,2.01,1.01,1.01,1.02,0,8.08,0
