country,year,sex,list,agf,cause,total,d20_new,d30_new,d40_new,d50_new,d60_new,d70_new,d80_new,d90_new,d100p,Calculated total,Check total
USA,1989,3,long,4,109,4364.08,18.7,54.06,184.79,401.10,914.52,1177.96,1135.22,449.11,28.72,4364.18,-0.1
USA,1989,3,long,4,110,321509.44,257.60,1641.88,6795.85,18125.50,48041.19,85092.95,105874.38,52120.39,3586.79,321536.53,-27.09
USA,1989,3,long,4,111,12466.15,473.71,408.53,687.14,1140.31,2479.46,3649.96,2856.06,745.83,24.31,12465.31,0.84
USA,1989,3,long,4,112,117921.43,2029.80,2237.47,3561.78,7404.12,17781.05,30257.74,36614.45,16902.81,1138.83,117928.05,-6.62
USA,1990,1,long,4,0,1113416.9,78891.45,51882.42,62990.16,102094.27,222576.74,305596.65,229266.58,57694.83,2423.8,1113416.90,0
USA,1990,1,long,4,1,752547.68,76992.53,47328.68,47831.71,68313.00,144528.69,194247.74,139153.99,32867.37,1277.84,752541.55,6.13
USA,1990,1,long,4,102,14.34,0.12,0.69,0.74,1.92,3.97,4.29,2.20,0.43,0.02,14.38,-0.04
USA,1990,1,long,4,103,1534.96,26.56,64.04,102.10,160.37,411.62,457.86,275.93,35.05,1.36,1534.89,0.07
USA,1990,1,long,4,104,2244.45,6.99,35.30,127.69,266.60,514.01,691.07,469.36,128.23,5.21,2244.46,-0.01
USA,1990,1,long,4,105,6996.38,36.44,188.10,506.92,955.74,1682.88,1830.59,1456.10,328.12,11.36,6996.25,0.13
USA,1990,1,long,4,106,2326.53,17.32,70.90,91.73,168.79,349.12,688.55,707.35,220.54,12.3,2326.60,-0.07
USA,1990,1,long,4,107,1029.66,7.18,28.02,44.40,77.40,192.32,266.72,322.92,84.78,5.96,1029.70,-0.04
USA,1990,1,long,4,108,127732.9,180.47,1219.70,5759.75,13753.96,30430.92,41203.35,28974.46,5994.72,212.47,127729.8,3.1
USA,1990,1,long,4,109,2376.26,9.87,43.14,174.93,321.81,603.89,671.71,433.21,111.66,6.04,2376.26,0.00
USA,1990,1,long,4,110,156279.85,185.82,1283.51,5438.32,13030.52,31993.51,48219.60,42232.09,13239.49,664.01,156286.87,-7.02
USA,1990,1,long,4,111,5614.6,213.52,222.11,324.78,587.44,1331.46,1693.79,1027.76,209.67,3.89,5614.42,0.18
USA,1990,1,long,4,112,54719.29,1214.63,1398.23,2587.09,4456.72,10534.35,15621.38,14211.21,4474.77,223.34,54721.72,-2.43
USA,1990,2,long,4,0,1035045.99,38667.43,20752.9,33378.68,62544.59,149711.14,256176.88,315795.75,148055.69,9962.93,1035045.99,0
USA,1990,2,long,4,1,673495.41,37407.18,18977.92,28500.85,49250.53,108277.37,166180.7,181837.67,78146.63,4897.03,673475.88,19.53
USA,1990,2,long,4,102,22.5,0.61,0.44,0.81,1.87,3.69,7.89,5.42,1.68,0.08,22.49,0.01
USA,1990,2,long,4,103,3508.97,28.32,53.27,134.99,294.42,679.78,1119.50,963.14,226.07,8.99,3508.48,0.49
USA,1990,2,long,4,104,3235.05,5.89,16.04,68.21,178.13,416.31,836.63,1091.61,583.33,39.09,3235.24,-0.19
USA,1990,2,long,4,105,9870.98,18.65,85.70,276.99,546.73,1331.16,2396.44,3487.52,1649.45,77.45,9870.09,0.89
USA,1990,2,long,4,106,2847.83,17.41,32.98,59.95,139.44,356.27,819.31,988.45,409.88,24,2847.69,0.14
USA,1990,2,long,4,107,1528.04,8.76,14.32,23.91,57.02,188.83,366.56,607.72,252.89,7.81,1527.82,0.22
USA,1990,2,long,4,108,108264.12,91.99,365.91,1403.92,4610.28,15334.67,32003.87,39134.94,14462.97,845.18,108253.73,10.39
USA,1990,2,long,4,109,1929.85,4.78,16.89,37.27,100.82,268.54,518.75,651.40,305.22,26.24,1929.91,-0.06
USA,1990,2,long,4,110,162260.74,68.88,285.06,1397.42,4461.99,15115.12,36471.28,62749.35,38660.08,3078.63,162287.81,-27.07
USA,1990,2,long,4,111,6688.36,255.99,242.42,340.06,518.18,1160.03,1839.66,1775.67,533.67,21.85,6687.53,0.83
USA,1990,2,long,4,112,61394.14,758.97,661.95,1134.30,2385.18,6579.37,13616.29,22502.86,12823.82,936.58,61399.32,-5.18
USA,1990,3,long,4,0,2148462.89,117558.88,72635.32,96368.84,164638.86,372287.88,561773.53,545062.33,205750.52,12386.73,2148462.89,0.00
USA,1990,3,long,4,1,1426043.08,114399.68,66306.59,76332.55,117563.55,252806.04,360428.44,320991.69,111014.02,6174.87,1426017.43,25.65
USA,1990,3,long,4,102,36.84,0.73,1.13,1.55,3.77,7.66,12.18,7.61,2.11,0.09,36.83,0.01
USA,1990,3,long,4,103,5043.93,54.88,117.32,237.10,454.79,1091.40,1577.36,1239.07,261.11,10.35,5043.38,0.55
USA,1990,3,long,4,104,5479.5,12.89,51.33,195.90,444.73,930.33,1527.70,1560.96,711.54,44.3,5479.68,-0.18
USA,1990,3,long,4,105,16867.36,55.11,273.8,783.91,1502.45,3014.04,4227.03,4943.63,1977.58,88.81,16866.36,1
USA,1990,3,long,4,106,5174.36,34.72,103.89,151.68,308.23,705.39,1507.86,1695.79,630.42,36.3,5174.28,0.08
USA,1990,3,long,4,107,2557.71,15.94,42.34,68.31,134.43,381.15,633.29,930.63,337.67,13.77,2557.53,0.18
USA,1990,3,long,4,108,235997.02,272.44,1585.62,7163.67,18364.25,45765.58,73207.21,68109.40,20457.69,1057.65,235983.51,13.51
USA,1990,3,long,4,109,4306.1,14.67,60.03,212.21,422.63,872.44,1190.46,1084.61,416.89,32.28,4306.22,-0.12
USA,1990,3,long,4,110,318540.59,254.70,1568.57,6835.74,17492.51,47108.63,84690.88,104981.45,51899.57,3742.63,318574.68,-34.09
USA,1990,3,long,4,111,12302.96,469.52,464.53,664.84,1105.62,2491.50,3533.45,2803.42,743.33,25.75,12301.96,1
USA,1990,3,long,4,112,116113.44,1973.6,2060.17,3721.38,6841.90,17113.72,29237.67,36714.07,17298.59,1159.93,116121.03,-7.59
USA,1991,1,long,4,0,1121664.92,77091.3,53273.07,66387.87,101028.1,218562.27,307765.02,235520.02,59471.33,2565.94,1121664.92,0
USA,1991,1,long,4,1,761521.27,75071.42,48584.96,50812.48,67993.82,142870.98,196446.43,144473.58,33939.03,1320.01,761512.71,8.56
USA,1991,1,long,4,102,17.88,0.17,0.63,1.00,1.67,3.82,6.48,3.48,0.59,0.05,17.89,-0.01
USA,1991,1,long,4,103,1509.38,24.67,40.31,108.22,151.66,350.51,473.40,309.14,49.38,2.04,1509.33,0.05
USA,1991,1,long,4,104,2369.18,15.35,29.40,126.37,260.17,565.33,680.09,544.66,139.70,8.21,2369.28,-0.1
USA,1991,1,long,4,105,7137.93,47.74,186.68,565.91,966.13,1617.94,1893.45,1502.10,343.07,14.82,7137.84,0.09
USA,1991,1,long,4,106,2327.42,20.81,64.76,103.06,164.93,325.72,713.10,690.66,237.61,6.8,2327.45,-0.03
USA,1991,1,long,4,107,1066.79,7.91,30.41,47.68,68.30,172.26,310.44,342.21,82.36,5.23,1066.8,-0.01
USA,1991,1,long,4,108,124469.21,181.2,1212.89,5790.19,13133.16,28953.92,40067.58,28822.19,6075.16,229.62,124465.91,3.3
USA,1991,1,long,4,109,2339.63,14.53,54.78,176.93,292.07,580.29,633.9,473.81,106.68,6.65,2339.64,-0.01
USA,1991,1,long,4,110,157072.54,210.60,1345.40,5619.63,12980.12,31425.88,48636.22,42590.38,13549.67,723.92,157081.82,-9.28
USA,1991,1,long,4,111,5531.16,200.75,217.49,353.36,546.97,1222.71,1714.24,1070.20,200.17,5.01,5530.90,0.26
USA,1991,1,long,4,112,56302.53,1296.15,1505.36,2683.04,4469.10,10472.91,16189.69,14697.61,4747.91,243.58,56305.35,-2.82
USA,1991,2,long,4,0,1047853,37741.89,21468.75,34825.47,62584.06,147514.50,258307.81,320900.34,153818.81,10691.37,1047853,0
USA,1991,2,long,4,1,684115.45,36464.8,19508.02,29654.31,49495.91,107426.83,169455.69,185910.48,80928.56,5250.03,684094.63,20.82
USA,1991,2,long,4,102,24.81,0.15,0.78,0.72,1.99,4.75,9.12,5.52,1.73,0.07,24.83,-0.02
USA,1991,2,long,4,103,3505.45,25.99,57.28,133.89,259.46,681.30,1160.44,969.17,211.54,5.79,3504.86,0.59
USA,1991,2,long,4,104,3385.69,7.73,17.51,85.05,142.9,430.41,879.92,1169.15,606.66,46.55,3385.88,-0.19
USA,1991,2,long,4,105,9991.73,16.89,104.12,271.47,531.69,1242.84,2342.29,3638.80,1732.25,110.99,9991.34,0.39
USA,1991,2,long,4,106,2919.61,16.11,41.82,68.79,140.43,372.40,804.48,1022.59,427.14,25.65,2919.41,0.2
USA,1991,2,long,4,107,1563.92,4.63,15.29,23.00,52.01,178.60,377.45,608.74,288.29,15.84,1563.85,0.07
USA,1991,2,long,4,108,107895.13,74.14,382.56,1496.71,4725.29,14523.08,31019.23,39221.10,15507.99,935.7,107885.8,9.33
USA,1991,2,long,4,109,1923.31,2.84,14.25,30.48,100.44,261.41,492.95,679.85,317.24,23.87,1923.33,-0.02
USA,1991,2,long,4,110,161845.95,83.18,359.44,1462.05,4227.00,14782.16,35851.68,62274.25,39636.57,3196.28,161872.61,-26.66
USA,1991,2,long,4,111,6828.97,253.09,248.90,377.97,551.23,1200.85,1867.26,1761.91,538.32,28.62,6828.15,0.82
USA,1991,2,long,4,112,63852.98,792.34,718.78,1221.03,2355.71,6409.87,14047.30,23638.78,13622.52,1051.98,63858.31,-5.33
USA,1991,3,long,4,0,2169517.92,114833.19,74741.82,101213.34,163612.16,366076.77,566072.83,556420.36,213290.14,13257.31,2169517.92,0
USA,1991,3,long,4,1,1445636.72,111536.25,68092.97,80466.82,117489.74,250297.81,365902.12,330384.07,114867.59,6570.06,1445607.43,29.29
USA,1991,3,long,4,102,42.7,0.32,1.42,1.72,3.66,8.57,15.60,9,2.32,0.11,42.72,-0.02
USA,1991,3,long,4,103,5014.82,50.64,97.59,242.09,411.12,1031.81,1633.83,1278.31,260.92,7.83,5014.14,0.68
USA,1991,3,long,4,104,5754.87,23.08,46.91,211.42,403.06,995.72,1560.00,1713.80,746.37,54.75,5755.11,-0.24
USA,1991,3,long,4,105,17129.65,64.63,290.79,837.38,1497.82,2860.78,4235.75,5140.90,2075.32,125.81,17129.18,0.47
USA,1991,3,long,4,106,5247.03,36.92,106.58,171.85,305.36,698.12,1517.58,1713.26,664.75,32.45,5246.87,0.16
USA,1991,3,long,4,107,2630.71,12.55,45.70,70.68,120.30,350.86,687.88,950.95,370.64,21.07,2630.63,0.08
USA,1991,3,long,4,108,232364.34,255.35,1595.46,7286.90,17858.45,43477.01,71086.81,68043.29,21583.14,1165.32,232351.73,12.61
USA,1991,3,long,4,109,4262.94,17.38,69.04,207.41,392.51,841.69,1126.85,1153.65,423.92,30.52,4262.97,-0.03
USA,1991,3,long,4,110,318918.49,293.76,1704.83,7081.67,17207.12,46208.05,84487.91,104864.64,53186.24,3920.2,318954.42,-35.93
USA,1991,3,long,4,111,12360.14,453.82,466.39,731.33,1098.21,2423.56,3581.50,2832.10,738.50,33.63,12359.04,1.10
USA,1991,3,long,4,112,120155.51,2088.49,2224.14,3904.07,6824.81,16882.79,30237.00,38336.39,18370.43,1295.56,120163.68,-8.17
USA,1992,1,long,4,0,1122335.94,72830.27,54534.43,70004.8,100756.96,213126.93,308258.12,239106.56,61162.08,2555.79,1122335.94,0
USA,1992,1,long,4,1,763996.49,70907.99,49757.50,53826.35,67856.57,140199.04,198031.9,146905.53,35196.77,1307.34,763988.99,7.5
USA,1992,1,long,4,102,19.49,0.67,0.43,2.97,2.16,3.78,6.00,2.88,0.58,0.02,19.49,0
USA,1992,1,long,4,103,1429.77,25.56,47.61,100.34,160.11,325.90,442.74,281.01,45.27,1.19,1429.73,0.04
USA,1992,1,long,4,104,2426.22,9.66,24.44,132.99,286.01,529.77,715.82,581.57,133.23,12.79,2426.28,-0.06
USA,1992,1,long,4,105,7306.21,35.77,219.23,582.25,1026.60,1651.24,1901.06,1499.67,377.22,13.1,7306.14,0.07
USA,1992,1,long,4,106,2572.26,29.7,71.55,103.60,154.16,391.67,801.10,773.42,236.54,10.61,2572.35,-0.09
USA,1992,1,long,4,107,1101.62,5.88,22.03,48.36,75.48,170.80,294.51,368.74,112.34,3.45,1101.59,0.03
USA,1992,1,long,4,108,121478.3,166.02,1235.88,5849.67,12790.71,27224.68,38969.60,28881.86,6123.60,233.21,121475.23,3.07
USA,1992,1,long,4,109,2186.7,8.70,48.22,174.93,281.34,501.74,611.23,433.70,122.13,4.74,2186.73,-0.03
USA,1992,1,long,4,110,157182.76,184.87,1375.05,5887.79,12998.52,30768.82,48629.06,42993.76,13632.79,720.07,157190.73,-7.97
USA,1992,1,long,4,111,5486.35,215.02,219.09,375.19,578.79,1236.40,1654.12,1001.68,200.01,5.95,5486.25,0.1
USA,1992,1,long,4,112,57149.77,1240.43,1513.40,2920.36,4546.51,10123.09,16200.98,15382.74,4981.60,243.32,57152.43,-2.66
USA,1992,2,long,4,0,1053276.94,35912.97,21761.42,35768.99,62355.93,144500.04,260388.94,325766.64,155622.3,11199.71,1053276.94,0
USA,1992,2,long,4,1,689885.18,34642.32,19843.74,30450.21,49183.21,105760.31,172717.38,189950.74,81914.73,5401.33,689863.97,21.21
USA,1992,2,long,4,102,26.06,0.56,1.00,0.92,2.37,4.11,9.00,5.97,2.07,0.06,26.06,0
USA,1992,2,long,4,103,3335.46,25.44,50.68,129.02,262.34,627.54,1103.13,900.00,231.25,5.7,3335.1,0.36
USA,1992,2,long,4,104,3583.67,4.91,21.94,73.90,168.94,439.63,902.55,1252.17,673.11,46.62,3583.77,-0.1
USA,1992,2,long,4,105,10213.84,23.72,90.38,279.37,607.70,1228.15,2338.33,3714.04,1817.96,113.84,10213.49,0.35
USA,1992,2,long,4,106,3117.48,14.63,38.24,68.43,142.99,381.12,834.53,1143.82,452.91,40.78,3117.45,0.03
USA,1992,2,long,4,107,1589.84,3.14,9.58,24.96,59.67,187.27,363.65,644.28,279.13,18.05,1589.73,0.11
USA,1992,2,long,4,108,105116.31,89.88,364.30,1542.85,4547.17,13615.26,29850.25,38764.10,15360.57,974.59,105108.97,7.34
USA,1992,2,long,4,109,1922.15,5.34,16.14,36.12,91.64,261.93,474.05,661.52,348.63,26.88,1922.25,-0.10
USA,1992,2,long,4,110,162041.04,78.47,358.07,1493.32,4392.4,14369.56,35549.30,62698.71,39730.40,3394.97,162065.2,-24.16
USA,1992,2,long,4,111,6882.87,261.96,247.49,413.02,528.36,1157.19,1937.77,1769.15,544.90,22.27,6882.11,0.76
USA,1992,2,long,4,112,65563.04,762.6,719.86,1256.87,2369.14,6467.97,14309.00,24262.14,14266.64,1154.62,65568.84,-5.8
USA,1992,3,long,4,0,2175612.88,108743.24,76295.85,105773.79,163112.89,357626.97,568647.06,564873.20,216784.38,13755.5,2175612.88,0
USA,1992,3,long,4,1,1453881.67,105550.31,69601.24,84276.58,117039.78,245959.36,370749.31,336856.27,117111.54,6708.7,1453853.09,28.58
USA,1992,3,long,4,102,45.55,1.22,1.44,3.89,4.53,7.90,14.99,8.84,2.64,0.08,45.53,0.02
USA,1992,3,long,4,103,4765.23,50.99,98.29,229.36,422.46,953.44,1545.87,1181.01,276.51,6.89,4764.82,0.41
USA,1992,3,long,4,104,6009.89,14.57,46.37,206.88,454.96,969.39,1618.38,1833.74,806.34,59.41,6010.04,-0.15
USA,1992,3,long,4,105,17520.05,59.49,309.60,861.62,1634.29,2879.38,4239.39,5213.70,2195.17,126.93,17519.57,0.48
USA,1992,3,long,4,106,5689.75,44.34,109.79,172.03,297.14,772.79,1635.62,1917.25,689.45,51.39,5689.8,-0.05
USA,1992,3,long,4,107,2691.45,9.03,31.61,73.32,135.15,358.07,658.16,1013.03,391.46,21.5,2691.33,0.12
USA,1992,3,long,4,108,226594.61,255.92,1600.18,7392.53,17337.87,40839.94,68819.84,67645.96,21484.17,1207.79,226584.20,10.41
USA,1992,3,long,4,109,4108.85,14.03,64.36,211.04,372.98,763.67,1085.28,1095.22,470.77,31.61,4108.96,-0.11
USA,1992,3,long,4,110,319223.8,263.33,1733.12,7381.11,17390.92,45138.38,84178.35,105692.47,53363.18,4115.04,319255.9,-32.1
USA,1992,3,long,4,111,12369.22,476.99,466.59,788.20,1107.16,2393.59,3591.89,2770.83,744.9,28.22,12368.37,0.85
USA,1992,3,long,4,112,122712.81,2003.02,2233.26,4177.23,6915.65,16591.06,30509.98,39644.88,19248.25,1397.94,122721.27,-8.46
USA,1993,1,long,4,0,1161796.95,72894.92,57166.39,73310.99,104523.94,213282.15,317922.6,254760.51,65164.15,2771.3,1161796.95,0
USA,1993,1,long,4,1,792976.45,70941.5,52214.19,56904.31,70599.5,140162.01,205828.87,157244.29,37609.21,1464.23,792968.11,8.34
USA,1993,1,long,4,102,21.34,0.72,0.44,2.05,2.53,5.14,6.06,3.74,0.66,0.02,21.36,-0.02
USA,1993,1,long,4,103,1485.83,25.89,52.13,88.75,148.06,328.99,468.78,308.33,62.63,2.23,1485.79,0.04
USA,1993,1,long,4,104,2721.43,11.79,43.36,157.59,317.44,570.82,809.96,628.38,175.48,6.6,2721.42,0.01
USA,1993,1,long,4,105,7773.23,39.73,245.07,621.06,1080.62,1647.65,1993.69,1696.08,431.91,17.27,7773.08,0.15
USA,1993,1,long,4,106,2545.33,20.87,68.89,106.62,188.28,398.60,740.06,801.87,208.50,11.61,2545.30,0.03
USA,1993,1,long,4,107,1115.88,15.17,25.85,45.12,78.93,164.47,308.48,367.94,104.59,5.36,1115.91,-0.03
USA,1993,1,long,4,108,120289.85,162.59,1216.89,5752.66,12673.99,26912.25,38117.32,28898.99,6322.54,229.78,120287.01,2.84
USA,1993,1,long,4,109,2076.01,11.48,50.34,154.88,260.37,463.26,554.76,459.95,115.35,5.61,2076,0.01
USA,1993,1,long,4,110,164297.37,203.78,1394.75,6122.10,13649.96,31025.80,50361.78,46464.60,14353.59,728.61,164304.97,-7.6
USA,1993,1,long,4,111,5367.01,201.38,232.02,393.11,570.94,1201.26,1584.14,975.90,201.14,7,5366.89,0.12
USA,1993,1,long,4,112,61127.22,1260.02,1622.46,2962.74,4953.32,10401.9,17148.70,16910.44,5578.55,292.98,61131.11,-3.89
USA,1993,2,long,4,0,1106756.03,36011.86,22790.56,37687.57,64397.70,145432.58,269431.16,347282.69,170933.70,12788.21,1106756.03,0.00
USA,1993,2,long,4,1,726385.34,34727.89,20583.79,32081.84,50903.39,106686.98,179852.79,204465.93,90915.34,6134.44,726352.39,32.95
USA,1993,2,long,4,102,32.83,1.59,1.61,2.88,3.10,4.57,9.70,6.94,2.36,0.09,32.84,-0.01
USA,1993,2,long,4,103,3304.76,21.08,56.80,138.03,248.62,573.24,1058.78,972.77,226.58,8.23,3304.13,0.63
USA,1993,2,long,4,104,4157.99,10.53,24.59,89.61,199.95,471.10,990.18,1489.75,826.92,55.46,4158.09,-0.1
USA,1993,2,long,4,105,10756.59,18.73,95.31,309.03,585.20,1182.14,2412.26,3954.37,2073.05,126.23,10756.32,0.27
USA,1993,2,long,4,106,3321.43,17.77,56.52,63.04,158.72,392.51,879.60,1173.69,547.64,31.62,3321.11,0.32
USA,1993,2,long,4,107,1596.46,3.27,18.19,24.76,51.68,166.60,354.55,671.91,287.44,17.84,1596.24,0.22
USA,1993,2,long,4,108,104757.94,66.44,403.19,1505.81,4370.52,13205.11,29052.93,38761.77,16279.54,1103.12,104748.43,9.51
USA,1993,2,long,4,109,1854.41,4.31,17.4,42.53,93.24,229.92,467.37,645.62,329.28,24.78,1854.45,-0.04
USA,1993,2,long,4,110,171154.47,85.64,400.78,1605.26,4638.87,14749.41,36955.98,66478.28,42428.26,3846.58,171189.06,-34.59
USA,1993,2,long,4,111,6855.24,269.67,303.85,411.81,573.22,1097.48,1901.90,1699.91,572.59,23.87,6854.3,0.94
USA,1993,2,long,4,112,72578.57,784.94,828.53,1412.97,2571.19,6673.52,15495.12,26961.75,16444.70,1415.95,72588.67,-10.10
USA,1993,3,long,4,0,2268552.98,108906.78,79956.95,110998.56,168921.64,358714.73,587353.76,602043.2,236097.85,15559.51,2268552.98,0.00
USA,1993,3,long,4,1,1519361.76,105669.37,72797.96,88986.15,121502.91,246848.97,385681.66,361710.24,128524.58,7598.67,1519320.51,41.25
USA,1993,3,long,4,102,54.17,2.3,2.05,4.93,5.62,9.71,15.76,10.67,3.02,0.11,54.17,0
USA,1993,3,long,4,103,4790.6,46.96,108.93,226.77,396.67,902.23,1527.56,1281.10,289.20,10.46,4789.88,0.72
USA,1993,3,long,4,104,6879.43,22.32,67.96,247.20,517.39,1041.92,1800.13,2118.12,1002.40,62.06,6879.5,-0.07
USA,1993,3,long,4,105,18529.81,58.46,340.38,930.10,1665.82,2829.80,4405.95,5650.45,2504.96,143.5,18529.42,0.39
USA,1993,3,long,4,106,5866.76,38.64,125.41,169.66,347.00,791.11,1619.67,1975.54,756.14,43.23,5866.40,0.36
USA,1993,3,long,4,107,2712.34,18.46,44.05,69.88,130.61,331.07,663.03,1039.84,392.02,23.2,2712.16,0.18
USA,1993,3,long,4,108,225047.79,229.02,1620.06,7258.48,17044.52,40117.37,67170.26,67660.76,22602.07,1332.9,225035.44,12.35
USA,1993,3,long,4,109,3930.43,15.79,67.76,197.41,353.61,693.19,1022.13,1105.58,444.63,30.38,3930.48,-0.05
USA,1993,3,long,4,110,335451.84,289.44,1795.53,7727.35,18288.83,45775.21,87317.76,112942.90,56781.85,4575.19,335494.06,-42.22
USA,1993,3,long,4,111,12222.25,471.07,535.87,804.92,1144.15,2298.74,3486.04,2675.81,773.73,30.88,12221.21,1.04
USA,1993,3,long,4,112,133705.8,2044.95,2450.99,4375.71,7524.51,17075.41,32643.81,43872.19,22023.25,1708.93,133719.75,-13.95
USA,1994,1,long,4,0,1162746.93,70792.55,58113.42,76950.13,105971.33,207560.60,315729.47,258091.13,66795.11,2743.19,1162746.93,0
USA,1994,1,long,4,1,799676.11,68867.58,53045.58,60358.73,72053.53,138121.62,205943.46,161152.45,38698.22,1423.84,799665.01,11.1
USA,1994,1,long,4,102,28.64,3.23,1.46,0.85,1.55,7.78,7.67,4.73,1.36,0.02,28.65,-0.01
USA,1994,1,long,4,103,1412.38,21.03,45.12,96.66,141.86,307.77,447.18,302.51,49.74,0.42,1412.29,0.09
USA,1994,1,long,4,104,2829.18,11.12,35.76,176.15,318.04,601.71,823.42,659.93,198.51,4.51,2829.15,0.03
USA,1994,1,long,4,105,7999.16,50.57,281.83,737.34,1099.82,1604.91,2003.39,1750.82,454.04,16.41,7999.13,0.03
USA,1994,1,long,4,106,2699.06,18.77,69.31,125.53,205.25,376.52,798.72,863.20,238.05,3.62,2698.97,0.09
USA,1994,1,long,4,107,1154.36,9.64,31.49,57.70,82.32,173.93,324.00,353.11,118.76,3.46,1154.41,-0.05
USA,1994,1,long,4,108,116869.81,152.47,1264.03,5672.79,12683.15,25258.26,36890.84,28326.21,6365.15,253.84,116866.74,3.07
USA,1994,1,long,4,109,1982.7,9.74,43.94,143.77,245.25,436.90,533.37,434.22,129.07,6.51,1982.77,-0.07
USA,1994,1,long,4,110,162427.7,179.42,1426.82,6133.89,13699.40,29732.33,49696.46,46220.23,14648.54,700.21,162437.30,-9.6
USA,1994,1,long,4,111,5255.68,196.29,242.26,400.34,594.35,1124.9,1495.95,997.34,192.23,11.91,5255.57,0.11
USA,1994,1,long,4,112,60412.15,1272.69,1625.82,3046.38,4846.81,9813.97,16765.01,17026.38,5701.44,318.44,60416.94,-4.79
USA,1994,2,long,4,0,1116246.93,34923.95,23600.32,39319.10,65352.62,142142.22,269979.72,353145.37,174823.54,12960.09,1116246.93,0
USA,1994,2,long,4,1,740166.07,33569.88,21353.90,33497.22,51962.51,105393.02,183154.46,210978.98,93942.78,6273.6,740126.35,39.72
USA,1994,2,long,4,102,35.6,0.66,0.54,3.71,2.42,5.03,11.22,8.62,3.30,0.1,35.6,0
USA,1994,2,long,4,103,3109.74,36.69,48.28,136.34,220.54,529.52,1006.55,901.3,223.61,6.19,3109.02,0.72
USA,1994,2,long,4,104,4292.35,5.08,25.03,65.84,175.92,450.73,1033.40,1550.18,915.77,70.83,4292.78,-0.43
USA,1994,2,long,4,105,11278.28,19.5,128.41,348.50,616.18,1138.23,2380.69,4258.63,2232.80,155.08,11278.02,0.26
USA,1994,2,long,4,106,3399.42,28.37,44.91,69.05,134.79,364.21,939.33,1274.61,511.19,32.49,3398.95,0.47
USA,1994,2,long,4,107,1607.22,7.3,14.52,21.22,56.19,169.64,340.65,659.58,311.52,26.55,1607.17,0.05
USA,1994,2,long,4,108,103168.41,93.77,398.02,1578.08,4447.81,12605.33,28097.42,38446.83,16414.27,1075.39,103156.92,11.49
USA,1994,2,long,4,109,1797.49,3.45,13.46,44.14,97.35,188.92,407.43,637.68,377.21,28.09,1797.73,-0.24
USA,1994,2,long,4,110,168389.57,81.68,426.81,1669.42,4630.74,13920.15,35910.19,65564.07,42394.15,3833.16,168430.37,-40.8
USA,1994,2,long,4,111,6675.67,289.14,281.05,442.21,548.38,1063.31,1785.24,1656.81,581.60,27.02,6674.76,0.91
USA,1994,2,long,4,112,72327.11,788.43,865.39,1443.37,2459.79,6314.13,14913.14,27208.08,16915.34,1431.59,72339.26,-12.15
USA,1994,3,long,4,0,2278993.86,105716.50,81713.74,116269.23,171323.95,349702.82,585709.19,611236.50,241618.65,15703.28,2278993.86,0
USA,1994,3,long,4,1,1539842.19,102437.44,74399.51,93855.97,124016.06,243514.61,389097.89,372131.43,132641.03,7697.47,1539791.41,50.78
USA,1994,3,long,4,102,64.23,3.88,1.99,4.56,3.97,12.81,18.88,13.34,4.66,0.12,64.21,0.02
USA,1994,3,long,4,103,4522.12,57.71,93.40,232.99,362.4,837.28,1453.72,1203.82,273.35,6.61,4521.28,0.84
USA,1994,3,long,4,104,7121.52,16.22,60.79,242.00,493.97,1052.44,1856.83,2210.11,1114.27,75.34,7121.97,-0.45
USA,1994,3,long,4,105,19277.44,70.07,410.23,1085.84,1716.0,2743.14,4384.09,6009.44,2686.84,171.49,19277.14,0.3
USA,1994,3,long,4,106,6098.48,47.13,114.22,194.57,340.04,740.73,1738.05,2137.82,749.24,36.11,6097.91,0.57
USA,1994,3,long,4,107,2761.59,16.95,46.01,78.91,138.51,343.58,664.65,1012.70,430.28,30,2761.59,0
USA,1994,3,long,4,108,220038.22,246.23,1662.05,7250.87,17130.95,37863.59,64988.27,66773.04,22779.42,1329.22,220023.64,14.58
USA,1994,3,long,4,109,3780.19,13.19,57.40,187.91,342.60,625.83,940.81,1071.9,506.28,34.59,3780.51,-0.32
USA,1994,3,long,4,110,330817.27,261.11,1853.62,7803.31,18330.14,43652.49,85606.65,111784.29,57042.69,4533.37,330867.67,-50.4
USA,1994,3,long,4,111,11931.35,485.44,523.30,842.55,1142.72,2188.22,3281.19,2654.16,773.82,38.93,11930.33,1.02
USA,1994,3,long,4,112,132739.26,2061.13,2491.22,4489.75,7306.59,16128.10,31678.16,44234.45,22616.77,1750.03,132756.2,-16.94
USA,1995,1,long,4,0,1172958.92,67862.98,57609.27,80421.31,107196.42,202888.79,319033.57,265646.82,69475.00,2824.76,1172958.92,0
USA,1995,1,long,4,1,807710.06,65961.57,52438.74,62999.34,73138.95,135348.12,209196.72,166504.35,40589.36,1523.76,807700.91,9.15
USA,1995,1,long,4,102,25.34,1.18,1.05,1.77,4.14,5.91,6.49,3.91,0.86,0.03,25.34,0
USA,1995,1,long,4,103,1292.14,18.05,46.53,83.02,138.14,233.18,396.91,321.00,52.95,2.28,1292.06,0.08
USA,1995,1,long,4,104,2969.77,10.91,39.57,187.96,318.57,581.90,862.36,755.17,205.66,7.6,2969.7,0.07
